-68	-60	-230	-555	-327	-451	-269	-134	-160	-104	-104	-222	130	130	38	0	26	312	26	77	164	268	224	-30	-120	-167	
-148	-110	-126	-265	-377	-701	-207	-175	-222	-214	-235	-162	156	95	8	130	218	433	355	86	424	315	311	-52	-52	-221	
-165	-104	-191	-252	-577	-1330	-318	-480	-414	-857	-126	-347	-109	-126	50	162	286	650	877	571	277	259	334	39	-90	-67	
-237	-104	-117	-252	-348	-1063	-1162	-1590	-764	-1675	101	-1059	-118	-118	17	182	662	1082	1344	694	467	121	398	294	12	-23	
-267	-136	-166	-291	-877	-1220	-2059	-1936	-2509	-2539	-921	-1593	-295	-244	147	190	1374	2111	2111	1405	1704	432	614	129	16	-5	
-189	-171	-218	-156	-569	-1488	-3254	-2895	-2918	-2995	-874	-1561	-483	-413	18	173	2310	2430	3627	3293	1686	1577	674	319	92	34	
-148	-237	-377	-842	-1223	-2919	-4010	-4546	-2949	-2429	-1015	-1106	-310	-281	-136	-214	2422	2261	4356	4845	2900	2511	1199	268	161	138	
-283	-288	-244	-1960	-2309	-4509	-5158	-4389	-3091	-1628	-310	-354	-317	-325	-360	-806	1056	1063	4038	4901	4377	4230	2151	415	316	285	
-237	-385	-311	-2117	-3993	-5641	-5976	-3839	-1000	-512	182	-141	-96	-207	-170	-1167	537	208	3327	3480	5087	5817	3421	1128	406	406	
-171	-745	-937	-2762	-4623	-7183	-5362	-3273	-638	-384	565	-37	-8	-236	-428	-1795	121	-273	2167	2564	5891	6770	3794	1315	449	241	
-326	-714	-1173	-2920	-4906	-7875	-5205	-1999	17	-111	1481	1072	104	-288	-506	-2470	-118	-1053	764	1461	4807	6340	5307	1427	276	143	
-311	-459	-2039	-3786	-6369	-8033	-4733	-1967	557	191	2382	1617	982	-457	-1118	-3600	-435	-1994	86	1068	4657	6415	5755	1782	485	241	
-482	-903	-1173	-3738	-6968	-8253	-2987	-788	944	313	3941	2424	1526	-398	-1903	-4291	-1582	-2841	-369	251	5162	6938	6016	2584	1660	249	
-311	-667	-1472	-4100	-6700	-7938	-2830	-426	310	252	3753	2762	2783	-273	-2500	-4353	-2414	-2606	-276	-8	5106	6863	6371	3331	1660	342	
-694	-556	-1173	-4037	-5661	-7042	-3050	-882	-168	-185	3434	1654	2633	-295	-2468	-3961	-1331	-1351	-420	103	4283	6770	5904	3685	746	640	
-726	-572	-748	-2967	-5000	-6239	-3176	-1401	87	-355	2270	866	1451	-347	-1746	-2580	-405	-692	-221	363	4582	6975	5381	2379	1175	435	
-237	-400	71	-2038	-3269	-5689	-3962	-2282	200	-873	1124	278	260	-229	-708	-1905	60	-96	-52	545	4788	6322	5026	2229	1548	509	
-206	-222	-318	-1692	-3002	-5232	-4827	-3587	-481	-1282	786	203	-96	-228	-339	-1654	260	407	783	2227	5274	5612	4037	1296	914	51	
-149	-67	-281	-399	-1585	-3612	-4088	-3933	-1770	-2319	217	-155	-384	-248	-177	-430	416	1419	2280	4415	4844	4584	1908	699	302	-45	
-126	-67	-211	-274	-362	-2746	-3915	-4169	-2823	-2744	-295	-886	-443	-295	-155	-126	1992	2261	3309	4041	4040	2866	844	354	192	69	
8	-15	-122	-74	-74	-1362	-2987	-3634	-3892	-2429	-999	-1216	-373	-332	277	321	1973	3047	4094	3574	3947	1876	337	170	43	-169	
-99	-104	-113	-45	-155	-576	-1493	-1967	-2839	-2021	-1612	-1750	-391	-390	203	477	1767	2336	3739	2770	2172	605	-59	-52	-37	-74	
-193	-151	-96	0	78	-222	-628	-1543	-2289	-920	-1361	-1813	-141	-170	451	390	1355	1587	3327	1479	424	-45	-150	-214	-146	-30	
-134	-126	-119	-67	-24	-229	-414	-1370	-1581	-1109	-355	-1074	-340	-170	115	182	662	1344	2149	638	381	-53	-280	-207	-142	45	
-130	-148	-122	-237	-107	-188	-207	-316	-340	-473	-273	-367	-266	-82	0	-45	511	286	802	43	129	-68	-148	-30	43	164	
