-199	-119	-58	8	97	176	96	-15	-180	-87	-58	-171	-192	-387	101	107	67	83	186	322	-152	-172	187	67	8	-15	0	-9	-60	
-150	-171	-111	-34	132	194	201	-268	-267	-287	-136	-150	-404	-293	-36	-37	42	125	207	338	-42	-172	374	221	67	-54	-64	-101	-21	
-104	-60	-104	-162	81	231	139	-138	-332	-380	-365	-654	-369	-342	-106	-92	16	172	240	520	180	-137	489	210	96	-7	-101	-43	134	
-97	-40	-82	-7	363	70	3	-181	-339	-1059	-579	-1110	-428	-733	-380	-190	-119	308	402	1218	518	-14	758	418	219	32	-41	-101	158	
18	-41	-192	-147	478	137	-15	-181	-432	-1596	-1833	-1019	-792	-1065	-338	-99	58	200	868	1450	970	498	1545	278	331	-95	-115	-39	269	
-30	-171	-194	-81	229	17	-131	-610	-1244	-2532	-2062	-1521	-1564	-1306	-366	-50	159	511	1387	1147	1483	1394	2331	590	339	-162	-316	-208	78	
-113	-212	-130	160	161	-124	-465	-1059	-1938	-2624	-1451	-867	-1715	-718	-240	-106	251	300	1566	792	1872	1623	2505	1233	363	-41	-227	-248	119	
-118	-230	-116	53	381	-102	-837	-2158	-1676	-2363	-1054	-406	-1458	-553	-127	-54	83	258	697	596	1165	1289	2226	1562	500	8	-107	-109	142	
-75	-145	-155	-45	35	-263	-2051	-2514	-1799	-1458	-122	-193	-475	-386	-196	-64	-98	-56	315	82	279	352	2139	1701	557	329	80	34	261	
-101	-119	-325	-158	-337	-864	-2627	-2468	-751	-1043	301	8	-270	-188	-35	-94	-203	25	128	-132	-186	-28	968	1198	1516	824	392	-94	243	
-104	-185	-277	-331	-359	-1818	-2113	-1833	-202	-115	499	334	324	110	245	-71	-154	-195	307	-932	-337	-315	40	243	2275	1253	1671	295	253	
-194	-252	-266	-1234	-1239	-2333	-2206	-1663	121	216	902	462	358	269	456	-85	-259	-437	116	-1063	-227	-644	-198	-7	2224	1819	2148	436	404	
-350	-259	-700	-2448	-2024	-3240	-1818	-641	879	268	1389	239	555	152	763	-232	-384	-1029	-354	-1430	-324	-1021	-417	-472	1585	2694	2932	893	558	
-281	-393	-971	-2417	-2604	-3474	-915	-284	1921	677	1408	291	1352	462	1660	-190	-746	-1812	-517	-1781	-494	-1442	-722	-1320	1464	2385	3716	1266	881	
-305	-773	-1192	-2811	-3311	-3583	-620	113	2585	715	1951	1178	1666	1033	2650	-225	-1118	-1916	-1106	-1488	-582	-1544	-665	-1421	549	2471	3648	1977	901	
-75	-837	-591	-3205	-3483	-3818	-167	165	2490	885	1783	1159	1759	941	2540	-113	-1355	-1650	-2122	-2162	-582	-1950	-1011	-1923	363	2779	3699	1825	463	
-8	-423	-369	-2558	-3609	-3896	-175	200	2395	734	1670	1215	1074	867	1844	-281	-1489	-1960	-1739	-1649	-859	-1254	-665	-1148	290	2574	3853	2435	508	
-20	-105	-670	-2164	-3342	-3599	-837	-116	1846	1111	1539	1253	520	425	1349	-295	-524	-1857	-1356	-1517	-771	-1515	-164	-688	49	3071	3972	2503	246	
-30	-437	-496	-2149	-2165	-2677	-931	-347	1410	508	1220	656	477	433	236	-148	209	-851	-709	-1473	-475	-1152	-260	-320	739	2934	2591	1571	530	
-194	-408	-638	-1187	-1710	-2490	-915	-1260	614	242	637	342	358	178	4	-57	-93	-688	-252	-601	-567	-775	-76	40	1706	2779	2165	1317	230	
-149	-148	-524	-493	-658	-1802	-1926	-1694	17	-173	516	68	127	84	-338	-106	167	-452	-194	-668	-330	-340	301	746	2465	1973	1279	518	47	
-218	-252	-303	-404	-74	-1177	-1880	-2313	-540	-460	60	-178	-81	-78	-298	-190	-61	-411	-400	-281	-179	-151	627	1406	3311	1390	600	119	-27	
-305	-217	98	-338	35	-321	-1071	-2081	-1399	-1258	-300	-441	-192	-417	-584	-183	192	-174	-368	123	457	393	1248	2014	1775	601	40	-34	-261	
-67	-108	-99	-243	452	-146	-262	-1601	-1830	-1795	-1191	-1475	-447	-1095	-1362	-239	335	233	224	297	1677	1377	1248	2222	843	40	-18	-124	-261	
36	-49	-55	26	1091	732	-88	-548	-1907	-2072	-2352	-1794	-1276	-1110	-1467	-92	269	366	921	649	1890	2167	1964	1615	463	-530	-175	-181	-169	
153	17	-96	-169	428	386	114	-73	-1244	-2087	-2414	-1703	-1549	-1080	-957	-148	224	375	1082	898	2349	1816	1737	538	72	-630	-263	-220	-194	
-78	-8	-133	-250	407	-51	82	-15	-346	-890	-2016	-1551	-1337	-327	-394	-218	402	474	1154	578	2756	1306	1090	292	-129	-544	-518	-242	-170	
-82	-89	-185	-57	398	-22	280	-94	-188	-644	-593	-1582	-1049	-387	-394	-78	206	316	653	560	2031	655	701	-7	-224	-530	-437	-242	-54	
-67	-108	-133	59	172	131	139	78	-317	-721	-465	-852	-589	-233	-218	-148	184	209	406	231	652	465	464	-41	-48	-372	-431	-14	7	
-179	-141	-235	-184	0	52	70	-48	-260	-194	-308	-776	-107	-156	-211	-134	-7	146	82	249	403	341	399	-218	-156	-324	-332	-168	63	
