-42	-153	-354	-152	-70	-48	423	8	18	7	-36	-47	
-83	-216	-499	-275	-145	-21	611	284	187	40	-7	95	
-98	-411	-900	-304	-399	302	701	292	96	-27	-59	-74	
-133	-777	-1121	-587	-420	270	1073	781	177	-34	-128	-155	
-84	-570	-1415	-1107	-337	335	1492	903	533	-75	-108	-155	
-105	-541	-1445	-1049	-447	90	933	389	288	193	-74	-141	
-35	-167	-56	-256	-351	-49	73	-225	40	185	40	151	
301	366	903	489	-55	-775	-1257	-1191	-136	353	376	214	
502	1590	2514	1628	90	-1529	-2137	-2656	-292	464	784	419	
435	1248	3176	1841	296	-2182	-2498	-3303	-326	273	526	366	
276	1068	2711	1290	164	-1776	-2080	-2225	-463	394	403	249	
100	341	1691	738	-117	-978	-520	-1076	-278	160	224	199	
-147	-223	423	-21	-97	-151	122	-89	-109	-115	-48	93	
-182	-270	-250	-245	-97	98	537	194	48	-129	-323	47	
-28	-422	-347	-609	-138	81	337	194	-55	-102	-310	-228	
-28	-541	-341	-653	0	81	537	162	1	-102	-228	-181	
-196	-319	-532	-741	-69	262	431	324	0	-108	-133	-158	
-91	-466	-296	-448	32	114	262	267	113	-48	-148	-208	
16	-302	-325	-408	-83	8	236	48	-34	-48	-256	-230	
