-119	-191	-335	-503	-269	-430	-348	-259	-215	-104	-10	
-291	-251	-360	-510	-468	-714	-400	-474	-230	-152	52	
-227	-241	-341	-395	-379	-887	-437	-1305	-489	-326	-15	
-238	-145	-276	-347	-52	-1092	-721	-1510	-773	-163	-126	
-298	-182	-217	-530	-378	-2259	-1446	-2550	-1734	-194	-555	
-39	-68	-294	-863	-1270	-3346	-2675	-3101	-1561	-226	-277	
-53	-172	-263	-1167	-2611	-3993	-3180	-2377	-1261	-274	-30	
-146	-178	-677	-1207	-4314	-4418	-2738	-1794	-163	-112	227	
-205	-395	-1716	-1547	-5638	-3914	-1714	-1400	113	-237	393	
-851	-428	-1839	-2391	-6206	-3457	-614	-296	369	-296	121	
-961	-664	-1415	-2105	-6537	-2542	-97	-97	66	-392	410	
-796	-1392	-1921	-3411	-5749	-1659	-463	-200	-70	-85	544	
-1196	-1145	-2919	-3642	-3699	-1013	105	61	294	-422	-69	
-1334	-1378	-3425	-3724	-3431	-1234	472	281	96	-84	288	
-740	-1241	-1730	-4594	-3588	-997	533	-97	-5	-296	-153	
-658	-1282	-2126	-4295	-3478	-1328	-238	-311	279	-33	-249	
-892	-746	-2687	-2962	-4014	-1754	157	-91	-101	-226	-30	
-796	-316	-2523	-2336	-3935	-2195	-370	-496	-363	-887	244	
-251	-389	-978	-1901	-3320	-3157	-1525	-1857	-883	-1029	-228	
-172	-417	-643	-1289	-3052	-3520	-1714	-2282	-1608	-903	-402	
-271	-461	-636	-680	-1318	-2795	-1588	-2582	-1498	-1297	-52	
-311	-323	-527	-663	-876	-2306	-1840	-2314	-1356	-1596	-156	
-251	-277	-269	-569	-393	-1123	-1115	-1384	-820	-525	-67	
-93	-99	-263	-210	-193	-840	-407	-1148	-592	-777	-296	
-60	-170	-201	-188	-197	-259	-355	-437	-480	-481	-259	
