82	42	25	-190	-109	-181	-492	-180	-138	-103	179	30	-14	
62	110	-141	-162	-136	-244	-738	-290	-420	-240	358	141	8	
17	127	-85	-64	-291	-733	-782	-521	-454	229	774	170	96	
-50	169	312	-8	-231	-1280	-664	-628	-243	401	1160	712	412	
51	254	321	-15	-238	-969	-753	-1371	-289	180	724	295	215	
-78	-36	2	-92	-231	-1029	-929	-873	-275	0	372	324	122	
-341	-185	-183	-57	75	-160	124	-242	-90	-55	-170	-41	40	
-426	-347	-556	-22	75	450	1655	454	-76	-209	-953	-1248	-116	
-286	-219	-654	-43	50	1446	2603	2250	32	-1297	-2527	-2053	-319	
-326	-170	-343	-182	-21	1752	3122	2375	564	-1906	-2831	-2671	-136	
-306	-184	-366	-211	-28	1104	2854	1841	583	-1529	-1878	-2469	-102	
-211	-149	-244	-200	-182	183	1333	667	205	-760	-1026	-1392	-61	
-128	-175	-242	-162	-154	25	298	-7	-49	-209	-342	-368	-7	
-40	-162	-207	-179	-238	-119	-416	-770	-337	-185	220	-55	137	
34	-43	-141	-106	-238	-23	-506	-770	-344	417	521	300	161	
196	-26	-85	-43	-166	-53	-812	-917	-489	270	706	259	-129	
72	36	25	-183	-229	-258	-709	-290	-337	147	337	154	-183	
