-223	-340	-235	16	-67	-69	-82	80	
-140	-340	-366	-69	-96	105	-39	50	
-285	-576	-595	-83	30	277	128	8	
-411	-488	-1107	-344	24	423	267	266	
-807	-974	-1342	-207	122	1003	1007	517	
-910	-1165	-1503	-282	709	1422	833	541	
-718	-900	-844	-468	294	1038	816	565	
-195	-243	-194	-241	-83	203	-55	-14	
450	599	382	-145	-427	-823	-846	-414	
2040	2550	1681	-138	-1210	-1950	-2671	-635	
1896	2532	2268	32	-1921	-2455	-3059	-306	
1482	2729	1948	131	-1486	-2571	-2082	-393	
888	1422	1023	180	-1065	-1401	-1119	-190	
