41	-21	-194	-170	-117	-169	-429	8	166	120	151	238	132	78	-205	-310	-433	
8	149	-194	-234	-268	-103	-788	-238	20	48	350	468	252	-173	-135	-189	-380	
164	224	-138	-244	-315	-348	-918	56	104	232	334	333	221	-73	-126	-172	-256	
375	203	-76	-289	-340	-232	-817	-332	257	384	438	309	181	-213	-185	-178	-234	
241	224	173	-220	-717	-396	-1176	-366	72	576	1080	349	191	-279	-331	-251	-259	
233	190	66	-290	-1326	-1098	-673	-635	24	459	504	396	185	-113	-357	-299	-302	
50	54	-56	-421	-1486	-342	-344	-449	120	310	406	47	61	47	-291	-284	-282	
-37	33	-29	-62	-302	203	89	-319	-95	256	-101	-147	-34	-40	-285	-251	-239	
-91	-305	-28	328	139	1580	798	-129	-195	-229	-1004	-574	-366	-87	-7	171	68	
-526	-679	-228	705	972	2418	1753	193	-324	-1056	-1695	-1752	-951	-272	31	265	225	
-866	-1238	-668	1677	1746	3414	2656	308	-516	-2274	-2695	-2649	-1509	-431	313	560	341	
-748	-1518	-433	1518	3064	3658	3212	895	-318	-3421	-3244	-2411	-1704	-213	423	409	256	
-541	-620	-521	793	2537	3431	2795	118	-445	-3123	-3118	-2467	-1718	7	454	397	187	
-299	-400	-345	222	1377	2034	1024	113	-196	-2019	-1525	-1261	-1021	-87	281	230	-20	
-299	-333	-234	8	188	479	-75	6	-149	-376	-525	-321	-100	204	235	45	-151	
216	-70	-263	-275	-247	-137	-745	-211	-81	160	191	285	458	338	73	-132	-718	
232	96	-125	-351	-760	-910	-1521	-21	56	488	741	1035	1132	-34	-147	-664	-1046	
175	349	-152	-786	-1370	-1993	-2297	-285	201	887	1656	1490	1266	-226	-533	-270	-622	
358	850	90	-436	-1544	-1791	-2498	-238	305	989	1452	1305	731	-47	-379	-301	-309	
291	850	0	-379	-427	-737	-1809	-61	0	529	995	901	379	118	-409	-244	-271	
-21	365	0	-207	-325	-362	-961	-183	35	392	239	452	296	55	-162	-219	-211	
-195	16	-57	-152	-291	-226	-501	-305	-68	160	185	150	100	-146	-172	-152	-249	
