-215	-395	-270	-193	163	117	-123	-161	
-258	-974	-325	-152	-110	114	-62	-117	
-202	-1548	-287	-255	-117	342	48	-53	
-762	-1091	-565	-159	294	518	295	42	
-1058	-885	-580	-152	450	1143	885	16	
-969	-1047	-1239	-282	401	1160	1198	145	
-1043	-959	-668	-440	180	933	920	597	
-77	-21	-159	-159	-7	293	-184	-149	
375	975	792	-62	-369	-564	-1277	-359	
1320	2442	1841	82	-1602	-2831	-2053	-285	
1518	2746	2054	485	-2443	-3192	-2671	-285	
1032	2442	1770	279	-1689	-2080	-2225	-506	
375	903	667	312	-847	-766	-1133	-271	
-98	282	156	172	-441	-219	-68	-177	
-140	-244	-380	131	-363	326	24	-116	
