58	8	-84	82	82	-14	-309	-339	-320	-14	-34	48	215	166	167	70	-126	-224	-200	
84	-16	-13	132	107	16	-499	-437	-630	298	51	56	215	238	109	-126	-133	-174	-197	
-1	-7	73	84	90	-7	-586	-1026	-860	-285	-115	464	518	309	158	-93	-324	-349	-175	
218	284	50	41	33	-234	-963	-1387	-860	-359	-102	904	809	325	213	-226	-464	-382	-238	
58	154	96	66	10	-7	-818	-1156	-1119	-592	-88	904	673	564	258	-34	-227	-204	-178	
84	92	116	99	-49	-62	-775	-533	-961	-635	-250	887	419	484	292	110	-205	-256	-158	
6	117	1	-326	-207	-124	-185	-76	-225	-319	-75	328	247	134	7	15	-258	-125	-45	
-78	-49	-207	-554	-56	320	352	1021	511	-197	-257	-316	-610	-560	-393	-140	-67	249	75	
-120	-294	-223	-606	-242	882	1746	2016	2049	315	-446	-1127	-1737	-1387	-1355	-173	282	390	326	
-155	-342	-355	-753	-366	1536	2291	2995	2691	895	-365	-2429	-2878	-2397	-1802	-219	781	741	349	
-265	-517	-452	-767	-235	1023	2677	3274	2587	981	-516	-3633	-3470	-2243	-2109	-292	539	499	287	
-312	-531	-659	-841	-359	475	1851	2855	2031	567	-530	-2897	-2808	-2102	-1830	-60	395	348	178	
-281	-531	-265	-326	-507	271	1131	1859	607	222	-95	-2004	-1385	-1317	-1048	78	423	321	-73	
-43	-308	-251	-194	-682	-14	-69	898	24	50	-102	-546	-181	-307	-295	16	7	257	-6	
-29	-70	100	-271	-428	-379	-485	-103	-688	56	120	136	135	531	245	28	-271	124	-57	
92	134	266	24	-325	-392	-1486	-1141	-1636	-427	361	384	572	1002	1082	125	-768	-185	-70	
75	208	275	290	-228	-241	-1718	-1156	-1622	-764	434	716	1198	1490	1049	-14	-796	-369	-191	
152	158	218	298	-118	-186	-1181	-939	-1521	-414	185	400	995	1120	580	133	-644	-444	-328	
143	160	141	195	-7	-172	-673	-1141	-1277	-420	321	408	775	732	347	157	-133	-244	-322	
-64	55	50	76	-50	-310	-630	-650	-774	-136	40	733	541	317	237	-93	-172	-247	-235	
0	3	8	-63	-108	-262	-335	-280	-443	-157	-21	360	342	174	-127	-146	-152	-143	-155	
-64	-49	-160	-111	-56	-7	-165	-21	-266	-28	32	358	127	-107	-124	-47	-128	-137	-150	
