-78	-23	-155	-56	-160	-291	-359	-461	-110	146	-5	-97	
1	-8	-42	41	-348	-499	-360	-324	-137	586	81	4	
-92	-80	-43	-113	-614	-753	-332	-167	253	1370	330	121	
-120	-23	100	-347	-1073	-856	-580	-262	491	1859	937	355	
-29	-58	-71	-301	-1147	-974	-595	-365	568	724	729	282	
-149	-106	-50	-377	-1176	-929	-433	-372	98	432	955	541	
-177	-218	-136	-259	25	-21	-159	-179	-117	24	56	-41	
-283	-387	-205	-91	516	1243	338	57	-543	-925	-1061	-258	
-283	-492	-204	117	1518	2872	1539	230	-1239	-2571	-2053	-492	
-339	-575	-450	100	1554	2764	1752	238	-2139	-3293	-2987	-764	
-327	-1017	-162	159	1482	2120	1254	427	-1065	-2267	-2024	-298	
-191	-1317	58	-35	816	1315	413	427	-412	-737	-946	-156	
-64	-570	-209	-245	250	331	-152	8	-268	-7	-252	-21	
25	-275	-247	-272	-110	-277	-697	-211	-179	407	48	-34	
65	-8	-85	-153	-141	-575	-961	24	401	546	324	88	
77	42	-134	-239	-289	-782	-844	16	368	427	357	-21	
84	84	-141	-377	-585	-709	-726	-214	163	255	162	3	
0	82	-92	-210	-368	-361	-580	-152	8	90	32	-122	
-43	84	-15	108	-313	-309	-366	24	28	65	36	-34	
16	107	84	64	-119	-194	-318	-60	16	-13	-37	-34	
