221	-57	69	-42	-70	-158	-347	-456	-186	0	301	-136	27	
134	-43	-38	13	184	-84	-610	-990	-62	49	472	46	-6	
162	-29	-49	-50	234	-42	-782	-624	-90	155	619	196	101	
19	-113	-78	22	87	-216	-959	-624	24	24	627	202	257	
-22	-22	135	135	-105	-748	-635	-635	-90	65	968	729	517	
-22	-85	105	108	108	-821	-1091	-1005	-365	278	1248	330	298	
-128	-26	89	84	-71	-836	-841	-318	-224	229	828	312	148	
-220	-184	-93	-15	-93	-393	8	74	-96	-7	48	56	41	
-404	-290	-261	-92	108	100	1011	614	-227	-644	-1257	-831	-55	
-307	-311	-500	-183	117	1464	2907	1734	-35	-1355	-2282	-1823	-363	
-284	-367	-400	-271	167	1734	2907	1877	156	-1573	-2831	-2742	-878	
-355	-302	-325	-167	-21	1698	2013	1112	378	-1529	-2975	-1837	-563	
-277	-22	-189	-176	167	888	423	495	403	-673	-1444	-918	-238	
-15	16	-33	92	-133	41	-56	-221	312	-158	-328	-422	-102	
103	23	-50	-84	-149	-14	-513	-580	180	57	374	8	-28	
63	25	-1	-135	-102	51	-856	-668	-117	139	387	295	274	
102	59	-36	-92	-175	-319	-1062	-873	-104	122	741	324	-21	
-6	-15	42	-176	-112	-348	-988	-609	-220	229	464	162	34	
-107	-36	270	2	-115	-355	-620	-448	-200	139	187	133	72	
-142	90	481	-134	8	-126	-509	-359	-179	-14	54	113	17	
-22	59	262	42	83	-70	-315	-316	-186	-69	-69	73	72	
