54	8	-74	-45	-89	117	-154	-242	-271	171	205	574	385	-77	
275	241	112	-10	-184	-109	-52	-257	-113	437	387	372	-140	-403	
379	-23	146	77	-126	-316	-105	-154	151	1106	128	175	-190	-396	
180	62	189	27	-81	-178	-241	-165	-235	505	574	133	-180	-308	
76	137	43	-74	-155	-418	-173	-30	68	203	171	18	-352	-249	
94	370	361	-111	-169	-528	0	481	372	68	-198	-157	-366	-286	
-15	1160	-147	-177	-235	-103	601	1371	180	17	-220	-263	-330	-279	
-346	365	-272	-213	-232	275	335	2520	429	0	-513	-394	-410	-403	
-9	42	-172	-227	-228	1103	240	1241	-162	248	-667	-389	-447	188	
-27	-175	-225	-17	197	2106	197	-74	-88	412	-275	-396	-172	274	
-287	-316	-257	189	137	711	85	-272	-42	420	-447	-363	-118	282	
-250	-638	206	361	790	516	94	-272	-228	-2	-191	-169	42	108	
-449	-1373	252	-52	514	8	-102	-94	-99	-8	-176	-162	171	17	
-527	139	289	215	197	-499	-213	-121	-156	-132	-104	317	89	-249	
-162	-81	551	327	-93	-682	-440	-238	-149	-132	-425	323	120	-242	
224	1495	667	-89	-213	-848	-316	-118	-68	-140	-425	113	-14	-189	
327	1030	714	-652	-1508	-242	-59	-272	-367	-283	-330	154	205	-396	
439	1513	327	-389	-1664	-147	17	-191	-196	-294	-202	205	342	-82	
