15	74	-104	-69	-55	-246	-302	-292	-196	-145	-99	-41	55	424	94	-66	-210	-75	-92	-156	-186	
50	15	-14	24	-24	-41	-381	-272	-176	-185	-148	-274	-127	480	248	18	-113	-106	-85	-164	-200	
-14	49	140	139	-21	-55	-225	-238	-559	-269	-272	-228	15	495	170	133	-15	-33	-121	-215	-164	
-28	282	380	267	-7	97	-198	-278	-929	-716	-262	-70	213	673	532	576	-46	-58	-150	-200	-186	
-70	199	322	559	171	163	-320	-1150	-1427	-942	-638	0	-34	972	1012	872	551	-1	-200	-221	-364	
38	265	365	367	203	154	-1047	-1493	-1882	-1396	-821	15	-87	1570	1970	1397	889	278	-178	-393	-389	
100	257	446	299	122	-7	-961	-1450	-1142	-1169	-779	-288	-134	1304	2020	1249	404	402	-430	-430	-392	
100	-174	8	263	-35	-253	-1248	-1293	-829	-744	-458	-254	0	1238	1046	593	139	86	-208	-369	-407	
-160	-319	0	-69	-247	16	-932	-339	-14	-222	-54	-94	-127	346	-73	117	-145	12	0	-132	-141	
-306	-354	-152	-337	-336	57	-55	66	1219	320	151	-234	-204	-252	-851	-283	-466	-275	645	-15	367	
-216	-492	-932	-420	-528	236	903	1309	2402	2080	809	7	-200	-1010	-2246	-1378	-1962	-445	1061	616	402	
-216	-76	-1664	-1223	-717	317	1892	3000	3586	3648	2164	55	-463	-1995	-3986	-2601	-2741	-771	1591	1504	1107	
-223	-63	-1825	-2331	-1239	863	2361	3898	4700	3801	2689	174	-309	-3259	-5671	-3494	-2236	-2023	1988	1259	1164	
-178	-222	-1708	-2608	-1500	1055	2379	4605	4495	4381	2672	238	-574	-3467	-5836	-4044	-3206	-1384	2044	2393	1749	
-133	-395	-1107	-1704	-1326	554	2118	3242	3157	3205	2401	269	-616	-3425	-3972	-2848	-3165	-726	984	1693	560	
-190	-291	-404	-1136	-688	203	1111	1723	1973	1875	1046	0	-326	-1829	-2273	-1914	-2236	-196	928	683	166	
-70	-174	-152	-334	-209	0	-21	452	112	546	199	70	-151	-471	-1169	-468	-433	-196	692	70	-82	
-49	-32	123	197	-16	-28	-1262	-204	-445	-34	-108	-194	126	-20	39	15	170	78	140	-252	-282	
91	-28	169	1165	-21	-232	-1392	-921	-1313	-1750	-1328	-348	300	939	1937	872	271	201	-97	-295	-474	
158	157	495	1182	286	-287	-1349	-1407	-1782	-2528	-1342	-334	150	1620	2549	1627	334	201	-563	-356	-500	
158	179	346	528	217	-280	-1406	-1378	-2095	-2557	-736	-534	308	1537	2482	1889	922	162	-800	-997	-141	
49	58	173	457	335	-41	-1033	-1350	-2323	-2245	-807	-388	213	1587	1739	1906	824	-131	-696	-714	-245	
8	-42	280	353	147	-89	-347	-806	-1057	-1509	-402	-247	418	1537	1310	1134	435	154	-345	-296	-178	
-21	-14	24	246	16	-7	-245	-1264	-971	-829	-382	-130	379	1221	831	694	271	69	-144	26	-60	
-202	-14	29	-14	-90	-115	-334	-610	-304	-390	-272	-267	221	988	219	343	-112	0	-15	52	131	
-156	-70	-16	90	-124	-28	-313	-163	-272	-249	-201	-187	260	806	229	0	-230	30	35	43	65	
