51	-71	-57	84	58	-146	-423	-243	-202	-76	480	227	8	
-71	-64	33	151	-65	-306	-458	-756	-159	-103	595	573	72	
-241	50	228	8	-161	-348	-871	-1356	-310	8	916	920	226	
-171	118	245	17	-266	-644	-1018	-1224	-310	286	1300	382	258	
-95	93	126	84	-308	-925	-812	-873	-248	221	846	227	213	
-71	8	0	84	-160	-105	-139	-235	-200	-185	81	-143	-5	
-171	-332	-247	-148	93	744	514	880	-131	-760	-1127	-803	-28	
-440	-332	-356	-421	-63	1446	2746	1894	-69	-1225	-1545	-2053	-312	
-247	-142	-422	-465	-168	1266	2764	2037	156	-1660	-2195	-2628	-231	
-390	118	-429	-176	-49	1464	3068	2019	271	-1196	-1791	-1938	-326	
-170	-129	-258	-71	-133	888	1208	952	337	-920	-708	-1047	-292	
-171	16	-149	-113	-182	258	215	231	8	-137	-82	-673	129	
