-161	-14	-51	-235	-241	-281	-226	-702	-41	-21	232	209	23	-107	
-94	-105	-61	-205	-255	-427	-226	-875	56	46	96	422	39	-54	
-113	-79	-55	-28	-145	-543	-535	-659	-305	56	552	422	127	181	
-41	16	-49	-70	-241	-847	-997	-875	-621	-41	547	639	269	647	
-91	41	55	41	-582	-1181	-546	-817	-735	185	1040	876	309	323	
-98	43	63	49	-275	-1036	-376	-558	-792	144	955	555	103	163	
-21	41	-83	-152	246	-412	-7	-232	-339	104	184	-275	-147	-115	
-151	-153	-284	-270	460	98	440	798	-319	-304	-437	-976	-714	-616	
-356	-320	-478	-228	475	1447	1615	1719	161	-715	-1707	-1230	-1275	-1118	
-447	-614	-812	-345	1041	1834	3222	2344	463	-815	-3137	-2512	-2060	-1983	
-475	-674	-1194	-90	1023	2730	3204	2882	1326	-829	-3151	-3442	-2046	-2318	
-294	-600	-885	-332	1023	2519	2925	2465	895	-786	-2897	-2920	-2257	-2137	
-245	-272	-368	-249	-14	1869	2226	1233	-20	-250	-2118	-1765	-1640	-965	
50	-134	-257	-214	-282	278	432	170	331	-303	-1197	-905	-468	-167	
40	-56	-257	-270	-413	-281	-520	-630	-84	-161	-243	103	142	284	
-17	83	174	-270	-582	-659	-1473	-1521	-75	-14	416	419	1052	630	
-35	141	49	-270	-596	-1108	-1834	-1909	-380	273	852	1605	1490	1099	
67	58	152	-276	-567	-1094	-1647	-2038	-312	273	290	1520	1524	814	
-19	93	340	8	-303	-1254	-1083	-1191	-136	80	750	1283	817	577	
33	-7	178	107	-317	-1036	-463	-659	-271	-122	477	792	444	300	
20	-21	50	107	-248	-363	-96	-343	-285	-210	253	390	275	237	
