-113	141	-301	-168	-160	-347	-194	-28	-21	-40	-34	64	
33	51	-158	-98	-195	-624	-580	-200	-179	-116	-211	24	
-64	-30	-58	-77	-363	-650	-609	-365	-247	122	32	8	
-50	177	33	-76	-418	-1224	-624	-49	163	652	210	72	
-22	43	33	-251	-807	-1238	-1181	-152	262	552	450	311	
-212	-15	-3	-154	-910	-1032	-1122	-365	212	654	521	484	
-151	-169	-166	-252	-940	-915	-1210	-669	-48	394	434	243	
-205	-226	-239	-56	-119	8	-311	-193	-96	39	105	58	
-367	-289	-495	167	906	617	560	-62	-470	-246	-1004	-122	
-382	-654	-540	83	1356	1888	1450	-110	-1834	-2628	-2053	-406	
-339	-359	-182	41	1662	2693	2019	115	-2298	-2831	-2742	-265	
-219	-261	-232	75	1500	2764	1539	246	-1196	-1979	-1952	-535	
-142	-128	-92	-126	358	1136	596	263	-325	-939	-702	-298	
-156	-15	-116	-349	-77	232	66	-69	-110	-369	-21	-285	
-156	67	-8	-187	-146	-174	-359	139	229	179	308	-163	
33	160	92	-104	-146	-513	-390	49	493	605	694	395	
-128	262	-43	-175	-378	-826	-770	-69	621	535	421	145	
-7	304	-64	-200	-341	-929	-712	-303	270	496	73	0	
-78	124	-22	-217	-366	-473	-565	-296	-96	462	-96	88	
