-120	-82	-29	-57	-100	-209	-270	-214	-412	-305	-191	-197	-193	-68	15	-21	292	385	313	-20	-66	-44	-21	175	113	
-126	-160	-169	-112	-149	-201	-507	-468	-746	-246	-745	-441	-237	-148	95	373	563	506	344	195	-27	-1	4	-35	-30	
-163	-138	-188	-245	-181	-402	-1034	-830	-1877	-1055	-1349	-475	-270	120	307	951	1985	623	253	691	54	193	76	26	78	
-124	-119	-197	-524	-141	-429	-1459	-1442	-2762	-2051	-2067	-492	-459	-29	63	1406	1668	1869	1194	1660	396	324	131	74	52	
-184	-201	-309	-477	-481	-1312	-2499	-2579	-2719	-1776	-1794	-332	-445	160	199	1911	1517	2318	2449	2250	1786	759	177	87	-12	
-170	-190	-351	-594	-1088	-2637	-3729	-2550	-2951	-968	-1636	64	-359	10	127	817	831	2086	2301	3104	2862	750	359	-45	37	
-247	-338	-372	-969	-2226	-3711	-4286	-2914	-3343	-636	-1061	48	-324	112	119	254	292	1088	1904	3465	2552	3457	464	192	297	
-311	-429	-794	-1474	-3483	-5330	-4491	-2652	-2516	-308	-442	80	-176	56	-161	-19	-240	637	732	2907	2585	5482	683	862	464	
-99	-429	-1451	-1608	-4400	-5890	-5004	-1908	-1210	374	-7	234	-81	48	-356	-293	-616	259	282	2267	3417	4445	1364	1013	586	
-184	-462	-1630	-2826	-5228	-6773	-5253	-1107	-717	80	170	172	-14	-194	-318	-422	-881	47	-113	1594	3400	5239	1969	805	639	
-191	-1212	-2212	-3866	-5731	-7317	-5048	-334	-673	496	324	298	40	-128	-539	-194	-1118	-292	-506	494	1965	7053	2366	729	533	
-191	-1002	-2660	-4015	-5894	-7568	-4652	-282	-329	293	340	0	-210	-95	-694	-207	-1146	-191	-130	468	1525	7313	2290	1107	786	
-283	-882	-2048	-3703	-6056	-7052	-3817	-152	-124	668	361	88	-264	-373	-1187	-241	-1509	-510	-291	335	628	6308	2593	1769	516	
-120	-717	-1988	-3733	-6130	-6876	-3700	-193	0	554	348	19	-103	56	-1046	-361	-1453	-427	141	412	1737	6049	1950	1674	140	
-106	-612	-1286	-3109	-5613	-6419	-3700	-800	-363	252	-164	-106	-223	-229	-356	-81	-853	-140	117	954	1558	6470	1326	525	236	
-134	-204	-779	-2990	-4726	-5845	-4198	-1646	-1225	-48	-760	-55	-183	-253	-203	55	-672	86	302	1594	1998	5790	1666	481	420	
-57	-378	-854	-1578	-3188	-5227	-4257	-2725	-1805	-260	-1262	-483	-431	-216	-22	388	-187	432	1805	1906	3156	4203	853	786	227	
-29	-208	-344	-1326	-2433	-4197	-4198	-2812	-2211	-795	-1967	-183	-345	-189	-54	460	71	1121	2862	2103	3417	3150	736	297	306	
-29	-78	-92	-449	-1102	-2872	-3773	-3177	-2777	-1632	-3102	-535	-108	-48	-34	550	814	1238	2928	2447	1900	2372	490	157	221	
-108	-45	-112	-294	-629	-1960	-3231	-2841	-2908	-1473	-3260	-1021	-405	-316	-134	960	1484	2135	2664	1709	889	1044	359	303	106	
-86	-55	-142	-252	-272	-444	-1986	-1777	-1848	-1170	-2412	-706	-687	-411	119	1641	998	2900	2202	1643	707	586	376	218	-15	
-128	-71	-148	-161	-216	-146	-1151	-1646	-1108	-1112	-1938	-907	-644	-323	-47	1557	781	2102	1624	1216	240	217	308	61	-89	
-142	-225	-22	-68	-230	-77	-580	-1092	-1167	-615	-1435	-678	-304	-243	55	547	346	1005	399	437	218	313	265	170	52	
-149	-72	109	-52	27	307	-492	-440	-978	-505	-1377	-468	-487	-169	-47	166	79	922	282	85	36	239	141	-8	-141	
5	-22	84	25	83	66	-332	-372	-363	-232	-817	-136	-419	0	-88	78	134	574	141	-79	-112	33	69	-74	-113	
