-219	-15	-34	92	-174	-376	-111	-93	-117	187	-157	64	
-184	-225	-211	-47	-362	-753	-152	-156	54	334	-55	118	
-126	-129	42	-92	-369	-871	-770	-90	155	464	259	132	
-89	-50	18	8	-422	-885	-1107	-351	376	585	427	242	
-73	-64	-38	-56	-541	-1371	-1327	-385	376	531	625	379	
-22	-32	-50	-377	-570	-944	-1210	-495	139	272	316	174	
-78	-130	-64	-245	-14	-194	-159	-97	24	105	-157	72	
-325	-345	-301	-189	533	617	507	213	-557	-766	-1306	-197	
-733	-654	-134	-28	1806	2782	1645	222	-1790	-2845	-2024	-892	
-658	-508	-120	125	1950	2746	2001	328	-2414	-3235	-2513	-635	
-304	-597	-150	268	1158	2532	1539	641	-1529	-1964	-1837	-420	
-163	-387	-148	25	483	1834	720	394	-499	-795	-702	-346	
-92	-331	-120	-196	175	99	-28	98	-124	-410	-177	-177	
-22	-193	-92	-186	-202	-423	-507	-91	24	138	32	-48	
-92	42	-19	-153	-245	-568	-639	24	474	395	182	-143	
-92	135	24	-161	-733	-1283	-873	-227	409	420	136	-163	
-191	101	10	-210	-378	-767	-726	-358	49	432	105	-21	
-54	60	126	-266	-309	-355	-448	-289	-103	472	-14	-129	
33	67	82	167	-237	-240	-366	-97	32	298	210	80	
39	1	-29	20	-98	0	-359	-121	-35	78	-7	80	
