-36	-140	-119	199	-76	-247	-311	-369	-288	113	-41	328	526	200	181	-34	
-162	-139	-77	49	-42	-516	-891	-423	-702	-71	-41	416	372	15	197	-133	
-189	-175	100	21	-145	-296	-659	-491	-946	-252	80	648	534	218	308	-272	
-161	-45	16	82	-87	-165	-717	-471	-1291	-68	168	512	775	15	630	-126	
8	142	93	16	-118	-282	-1094	-1531	-1277	-449	24	460	809	716	472	86	
0	0	16	8	-118	-296	-1050	-1083	-1262	-332	-115	424	588	325	458	141	
42	-6	-98	-153	-152	131	-165	-116	-198	-312	-122	8	-54	47	63	118	
25	-116	-205	-167	16	263	442	432	625	-298	-687	-518	-990	-341	-560	47	
-260	-391	-437	-271	-346	263	1640	1737	1510	96	-658	-1764	-1624	-1219	-783	-133	
-351	-524	-851	-561	-387	652	1851	3117	2778	298	-801	-2741	-2977	-1934	-1453	-246	
-281	-806	-1102	-568	-235	723	2888	3728	3351	877	-530	-3421	-4005	-2173	-1983	-153	
-316	-447	-792	-694	-536	599	2044	3152	2205	411	-359	-2613	-3146	-2663	-1411	157	
-309	-335	-378	-277	-260	16	920	1789	1111	48	-68	-1141	-1821	-1822	-602	-14	
-162	-349	-217	-28	-243	-248	65	277	-7	24	-122	-376	-581	-504	102	188	
50	184	-112	-80	-173	-413	-572	-178	-659	56	25	16	326	-127	545	306	
134	166	-14	-7	-201	-296	-1254	-722	-1464	40	152	184	927	388	932	7	
75	74	-153	-57	-166	-727	-1660	-795	-1880	-454	233	477	1418	1237	1032	-232	
-120	-43	-6	98	-138	-413	-1283	-1083	-1708	-964	201	304	1418	951	781	417	
-127	92	75	37	-214	-269	-746	-636	-989	-478	32	440	521	833	505	306	
-33	28	79	-23	-152	-317	-673	-103	-400	-387	-88	259	430	7	245	83	
-9	-14	25	-56	-96	-69	-507	-383	-136	-170	-26	256	263	-101	173	-73	
