-268	-106	-28	-105	-190	-206	-200	-238	-314	-313	137	72	147	295	247	260	-67	
-303	-134	-130	-99	-92	-242	-152	-248	-464	-544	-87	176	200	255	273	134	-199	
-98	-51	-63	83	165	-84	-152	-136	-294	-716	-116	48	416	859	269	205	-226	
-211	92	134	325	224	-104	-234	-572	-564	-478	-319	32	921	910	325	237	-239	
-103	-1	-49	218	95	23	-69	-1254	-1228	-313	-267	-169	955	1097	581	293	-40	
-73	-40	-77	48	66	-16	41	-1152	-838	-415	-320	-284	665	255	158	171	39	
-169	-98	-56	-14	-139	-42	148	0	16	-75	-312	-303	488	-47	-134	197	84	
-331	-43	-100	-91	-305	-159	705	458	717	642	-129	-238	-135	-807	-504	-293	-104	
-249	-302	-210	-244	-576	-242	1112	1500	1894	1927	476	-385	-1339	-2145	-1107	-1118	-186	
-303	-495	-454	-718	-1091	-339	2208	1851	2645	2795	895	-358	-2486	-2906	-2201	-1690	-279	
-289	-359	-342	-821	-929	-256	1960	2607	3099	3125	567	-189	-3222	-3597	-2747	-2290	-193	
-162	-309	-427	-762	-915	-339	1041	2027	2680	2604	222	-189	-2812	-3442	-2523	-1732	-219	
-99	-232	-294	-511	-355	-207	210	814	1370	1215	-72	-115	-1820	-1976	-1261	-1118	-47	
-89	-218	-259	-390	-308	-242	-28	-69	268	137	9	-115	-730	-638	-261	-140	322	
-8	-155	117	16	-243	-249	-684	-572	48	-860	88	209	-283	191	428	505	354	
45	-8	150	241	331	-132	-990	-1181	-592	-1650	-231	289	288	1131	934	915	456	
-69	-78	50	-70	182	173	-494	-1660	-1805	-1837	-495	337	699	1520	1557	1149	-73	
-85	-9	201	94	295	-80	-553	-1515	-1661	-2024	-414	183	512	944	1086	781	-40	
-110	-71	106	-49	226	148	-684	-702	-809	-1593	-506	297	368	622	1170	497	141	
-162	-99	52	105	192	239	-372	-644	-226	-1162	-231	-54	464	792	951	308	-60	
