104	82	49	40	-117	-245	-271	-288	-290	-74	-86	81	377	172	-7	-499	-300	15	-66	-171	-86	
92	90	238	188	-151	-293	-249	-644	-290	-168	-54	94	448	188	15	-125	-11	-104	-97	-67	-96	
116	231	341	180	97	-601	-506	-1512	-716	-382	55	245	471	336	140	-5	-119	-187	-259	-119	-104	
232	24	274	131	-260	-1104	-1207	-1583	-1424	-891	365	292	856	1690	494	230	-134	-263	-294	-200	-212	
390	315	264	81	-314	-2254	-2036	-1569	-1296	-1159	-120	86	1404	2433	1315	-7	-20	-97	-452	-333	-252	
246	247	242	61	-192	-1967	-1507	-1242	-1042	-422	-164	-60	1105	1739	1118	637	188	-65	-262	-249	-185	
100	90	90	-112	-219	-1277	-892	-311	-631	-335	-54	63	1022	1359	757	372	255	-87	-186	-215	-163	
8	-42	16	-377	-308	-225	-326	0	-162	-121	-5	71	165	203	210	-282	85	-110	-178	-127	-67	
-257	-221	-255	-336	-123	227	49	466	614	342	87	-40	-398	-823	-303	-421	-53	310	96	140	-37	
-361	-741	-946	-586	440	955	1620	2728	2404	792	269	-193	-1288	-2632	-1763	-1046	-791	177	862	332	200	
-444	-1224	-1398	-833	562	1875	2776	4083	3733	1791	190	-797	-2592	-4676	-2711	-2359	-1656	327	1089	437	374	
-90	-1430	-1675	-1007	358	2344	3880	4254	4586	2740	261	-449	-3939	-5560	-2986	-3152	-1137	570	1164	937	827	
-458	-1342	-1981	-1660	423	2656	4346	4374	5489	3062	79	-714	-3842	-5174	-3577	-3480	-1058	630	937	1334	603	
-451	-1078	-1733	-1065	562	1944	2845	3054	4142	2587	15	-714	-2939	-3944	-2629	-1948	-1928	443	613	446	218	
-312	-712	-844	-601	339	1458	1464	1682	2796	1486	55	-546	-1884	-2646	-1323	-1169	-1167	-107	253	182	157	
-291	-242	-282	-601	0	235	468	447	750	374	-201	-34	-580	-602	-507	-937	-183	-114	-37	-126	-45	
-111	-28	296	-470	-219	-395	-319	-303	-142	-34	-160	63	-60	258	-47	-309	-238	-126	-237	-200	-769	
8	123	551	196	-7	-1119	-1622	-1427	-744	-581	-468	308	988	1178	806	404	156	-220	-524	-252	-801	
-21	264	776	450	-69	-1852	-2051	-2366	-1509	-722	-368	814	1703	1937	1610	582	-170	-385	-186	-295	-817	
154	418	1041	726	-301	-2125	-1607	-1967	-2302	-680	-374	798	2069	2383	1594	466	247	-114	-208	-234	-326	
108	107	882	360	-226	-1191	-1378	-1854	-1750	-962	-214	714	1969	2334	1348	569	239	-107	-378	-104	-97	
58	280	312	222	-62	-860	-1107	-1597	-1197	-422	-41	252	1736	1723	1151	225	186	131	-201	-164	-111	
-56	-35	189	145	73	-300	-630	-1057	-942	-422	-167	-7	1304	446	569	0	149	-90	-178	-134	-74	
-7	8	16	98	24	-143	-508	-601	-236	-356	-187	94	267	195	234	114	59	-62	-119	-119	-97	
