-15	25	8	-63	-434	-688	-410	-293	-155	18	464	334	227	161	
100	116	66	16	-358	-543	-369	-673	-170	-41	520	673	261	276	
-21	-21	124	2	-255	-905	-737	-1148	-515	32	552	673	468	411	
107	66	174	123	-165	-1326	-1257	-918	-312	-34	512	572	374	411	
66	-119	174	-49	41	-1225	-1040	-470	-102	-7	257	414	47	395	
108	-299	-63	-214	427	-192	48	-62	-129	-189	112	-47	-334	126	
58	-334	-132	29	293	384	968	625	0	-359	-424	-807	-897	-490	
-433	-659	-541	-243	334	1552	1964	2535	550	-250	-1084	-2329	-1794	-1439	
-587	-777	-900	-565	1182	2044	3274	3299	895	-304	-2160	-3315	-2607	-1760	
-287	-53	-1253	-360	1059	3134	3851	3403	1102	-81	-2868	-3822	-2523	-1983	
-147	-133	-1150	-194	121	2396	3414	2778	463	-270	-2330	-3202	-2173	-1732	
-140	-275	-532	-277	-131	797	1946	1667	584	-149	-1707	-1864	-1345	-1007	
-77	-154	-257	-249	-179	0	366	89	377	-54	-815	-322	-321	-193	
167	-7	-84	-198	-193	-731	-178	-673	-89	-39	16	366	365	355	
196	191	33	-135	-220	-949	-780	-1377	-278	-27	256	1164	1136	814	
268	175	290	-152	-413	-1413	-2267	-1622	-441	185	424	1876	1221	764	
301	260	367	-159	-372	-1021	-1618	-1435	-312	273	408	1961	1069	530	
175	200	250	-29	-117	-427	-376	-1148	-116	289	477	1690	404	379	
175	75	77	-90	-186	-329	-96	-1018	-95	160	224	673	261	252	
88	25	74	-145	-122	-254	-314	-443	-156	209	200	310	63	142	
