-28	56	215	-97	-230	-283	-294	-558	-136	112	360	263	-107	-30	-40	-113	-152	-155	
41	75	139	-21	-186	-325	-321	-659	-210	193	552	470	130	-7	-47	-73	-116	-164	
108	183	290	90	-169	-659	-982	-946	-197	40	600	487	166	31	-160	-185	-216	-250	
100	188	133	-111	-373	-1181	-1300	-587	-549	-68	404	588	420	71	7	-139	-310	-226	
-49	33	-14	-118	-28	-1471	-1112	-429	-312	-135	208	358	257	39	86	-67	-222	-170	
-224	-133	-104	-89	82	-179	57	56	-136	-102	208	-121	214	-100	196	203	-8	-119	
-231	-265	-478	-214	263	466	766	851	-170	-616	-222	-849	-294	-518	110	209	109	-53	
-412	-644	-527	-187	353	2027	2034	1354	274	-1128	-1495	-1835	-1121	-560	-186	415	560	117	
-726	-1309	-782	-332	687	2449	3222	1927	395	-1014	-2415	-2850	-2088	-1090	-173	336	1151	15	
-496	-940	-1106	-242	846	3363	3327	3021	946	-758	-2882	-3639	-2201	-1816	-133	1046	1184	474	
-447	-718	-1150	-297	564	2941	2977	2066	498	-317	-2741	-2892	-2593	-1955	-87	765	639	303	
-280	-393	-709	-159	90	1254	1667	521	40	-115	-1070	-1328	-1528	-1090	-107	156	413	196	
-182	-181	-271	-159	-76	147	326	-68	48	-122	-243	-235	-294	-147	-13	104	140	-145	
41	-21	-111	-111	-207	-220	-151	-760	-148	48	240	175	293	553	275	133	-66	-335	
251	133	141	-180	-399	-891	-564	-1579	72	80	665	1131	884	647	15	-126	-256	-273	
156	258	148	-83	-468	-1196	-1762	-2067	-285	241	699	1723	1153	647	-338	-644	-376	-282	
175	202	129	-7	-698	-1138	-1589	-2082	-447	76	344	1334	1069	292	-54	-302	-224	-235	
127	100	96	82	-494	-557	-1069	-1306	-210	168	352	1012	373	252	196	-285	-218	-236	
50	-49	74	57	-172	-311	-621	-817	-41	64	528	690	158	86	-206	-245	-255	-278	
125	-216	-63	-50	-138	-644	-430	-601	-21	56	416	326	127	63	-302	-297	-277	-210	
