16	-244	-347	-263	-220	-151	114	-79	-163	
-73	-348	-527	-507	-159	98	301	-116	-163	
33	-306	-664	-932	-234	-14	578	115	-163	
-13	-376	-1062	-785	-310	352	484	162	-21	
-169	-644	-1224	-1210	-207	327	846	798	290	
-126	-777	-1548	-1195	-317	568	1370	989	371	
-140	-969	-1283	-814	-509	204	1195	538	508	
-175	-496	-146	-69	-117	-103	293	154	56	
-126	125	653	969	24	-833	-464	-463	-231	
25	942	1727	1788	16	-1776	-1517	-1722	-692	
117	1464	2335	2019	271	-2066	-2022	-2570	-392	
309	1572	2406	1592	829	-1384	-2498	-2311	-373	
293	550	957	649	493	-630	-1228	-1262	-136	
-301	-7	414	-7	156	-28	16	-245	-84	
