-7	-63	-20	-28	-103	-266	-262	-392	-464	-342	31	-34	259	329	226	178	46	-38	-289	96	-267	-230	
165	99	-28	-7	-21	-306	-278	-971	-985	-525	-181	-59	228	864	296	260	116	0	-341	-273	-256	-230	
340	173	257	201	-90	-774	-563	-1597	-886	-793	-294	-247	464	1079	658	349	364	41	-461	-437	-252	-201	
497	390	509	278	236	-961	-1421	-1797	-999	-1582	-518	-107	472	1574	888	559	433	262	-189	-363	-350	-294	
464	382	337	114	-144	-1004	-1722	-1042	-518	-1215	-374	-120	322	1491	1348	645	286	-178	-193	-989	-738	-379	
215	74	130	-21	-383	-1148	-1135	-487	-303	-483	-67	-10	362	1260	823	357	209	70	-400	-1399	-208	-237	
107	-21	-45	-110	-164	-1119	-89	257	-14	-61	103	100	423	438	93	-335	123	31	-105	-496	-352	-216	
0	-221	-179	-180	-241	-476	379	756	368	31	182	143	259	47	-93	-677	-190	-103	-117	-185	-274	-237	
-416	-565	-385	-920	-144	105	1205	1767	750	775	404	31	-153	-533	-828	-1087	-595	-134	79	332	8	-97	
-606	-829	-1004	-1428	154	486	2068	2471	2063	2147	420	197	-649	-1403	-1254	-1702	-922	-267	236	1051	-41	148	
-409	-1371	-1646	-1094	741	955	2655	2917	3017	2909	833	331	-913	-2701	-2106	-2810	-1724	394	534	2146	280	585	
-326	-1737	-1719	-934	1492	1615	3104	3414	2762	3451	1204	79	-1315	-3696	-2807	-2947	-2091	341	481	3053	1016	690	
-277	-1488	-1354	-1036	741	1510	2966	2917	3051	3621	1322	292	-2023	-3157	-2848	-2140	-3465	-526	994	2373	789	503	
-443	-932	-1471	-1079	497	1215	3069	2008	2370	2621	523	403	-1593	-2743	-2780	-2154	-3084	-437	597	2014	673	585	
-243	-360	-553	-441	619	937	1119	807	716	1452	396	276	-829	-1666	-2051	-2154	-3098	902	656	937	227	104	
-63	-249	-145	40	415	357	153	56	424	207	-7	118	-607	-961	-1090	-1853	-1289	148	551	175	-230	-23	
8	8	361	81	0	-109	-373	-277	-202	-441	-201	-89	-285	-166	-323	-427	-510	-10	262	-156	-281	-73	
248	214	811	73	-137	-572	-721	-943	-702	-567	-461	15	39	211	132	46	15	61	70	-1336	-801	-159	
115	173	1271	621	81	-1191	-1407	-1469	-1127	-1779	-672	71	456	415	937	637	615	183	-326	-1840	-596	-156	
124	297	1059	550	114	-1176	-1636	-1626	-1481	-2131	-714	-67	327	616	1463	233	377	52	-383	-815	-326	-239	
-77	421	1076	409	-253	-402	-678	-1498	-2132	-1821	-534	-34	306	682	1561	606	275	33	-52	-363	-337	-370	
-17	8	846	180	-69	-313	-475	-1227	-1905	-1103	-508	-94	102	798	1430	349	262	147	-252	-271	-289	-234	
-56	-14	528	278	-14	-184	-400	-445	-1381	-736	-234	-153	251	368	806	412	278	137	-134	-178	-104	-148	
-181	-221	246	98	-35	-82	-441	-331	-619	-268	-261	-240	157	164	429	215	255	119	131	25	17	26	
