-119	-208	-187	-176	-144	301	115	72	50	24	-55	
-216	-395	-267	-220	-192	383	129	121	48	35	-47	
-306	-812	-263	-179	43	537	292	98	8	-27	-81	
-418	-1106	-902	-90	8	1073	-14	-28	-95	-128	-215	
-629	-1459	-1078	-83	458	1230	308	105	24	-148	-54	
-659	-1327	-961	-159	409	1283	521	428	-149	-139	-111	
-792	-1150	-844	-275	131	724	607	236	-203	-143	-94	
-251	-208	-173	-117	-14	317	40	113	-102	-61	-54	
350	886	264	156	-325	-867	-831	-197	-115	104	223	
1140	3319	1112	139	-1355	-2426	-2469	-621	104	460	271	
1248	3695	1752	328	-2052	-2542	-3145	-992	120	750	402	
1554	3230	1147	287	-1326	-1748	-2570	-806	345	393	199	
906	1494	272	98	-398	-867	-1406	-495	144	280	7	
150	207	-97	-56	-254	-164	-102	-143	-14	-54	-61	
-251	-319	-296	-193	-172	399	162	121	-34	-269	-208	
-126	-582	-800	-248	122	389	365	298	-264	-287	-282	
-146	-208	-932	-344	32	292	357	161	-203	-330	-170	
-378	-606	-975	-440	114	392	181	123	-27	-209	55	
-258	-374	-145	-289	98	432	202	177	-67	-202	-87	
