-7	-63	-77	-387	-14	204	268	-39	-116	
108	-244	-354	-565	-205	-96	114	73	-11	
167	-272	-485	-653	-145	-90	554	73	8	
8	-526	-461	-609	-248	196	601	251	121	
58	-777	-223	-1122	-131	335	1405	781	282	
-194	-881	-679	-1239	-117	319	1597	816	379	
-28	-1014	-1032	-741	-159	139	758	382	158	
309	-133	-187	-159	-131	-20	244	-75	-21	
469	508	546	471	65	-818	-564	-1320	-224	
460	1590	2711	1592	205	-1732	-2917	-2053	-95	
393	1734	3355	1894	337	-2153	-2773	-3073	-143	
217	1734	2764	1592	287	-1457	-1979	-2383	-292	
50	816	903	543	57	-702	-838	-1104	-217	
-210	8	-49	-83	-77	-158	-198	-123	218	
-335	-202	-635	-580	-124	-69	220	202	291	
-335	-23	-1091	-580	-337	384	562	210	91	
-56	-481	-1209	-932	-296	180	348	154	40	
-184	-674	-679	-1049	-324	65	261	70	-141	
-49	-359	-370	-712	-351	-192	350	8	0	
-56	-341	-355	-318	-159	-179	456	64	-27	
