-187	70	-106	-106	-322	-419	-333	236	-185	-126	-82	-40	26	-67	-33	-151	-185	-125	-132	
-105	-27	-93	-119	-164	-337	-326	-132	-180	-214	-178	-136	-53	20	-52	-281	-178	-152	-185	
-87	23	-113	-292	-354	-438	-289	-228	-171	-185	-103	-126	34	253	131	-52	-99	-119	-195	
15	-78	-185	-395	-521	-471	-318	-148	-89	-74	78	18	323	375	375	176	-45	-60	-144	
25	-100	-152	-691	-677	-786	-363	-345	-282	-15	227	204	450	375	521	427	331	-15	-185	
-47	-193	-172	-787	-868	-733	-655	-587	113	52	192	122	1260	286	908	879	331	34	-37	
0	-299	-519	-336	-1935	-622	-1286	-1801	393	-163	367	498	2995	1115	1812	724	357	427	0	
-14	-252	-699	-691	-2277	-1493	-2374	-2558	507	-185	936	1658	4560	2755	3112	1256	418	309	87	
-116	-186	-823	-595	-2222	-3302	-3525	-1912	-67	-378	464	1281	5408	4470	3903	1218	778	551	374	
-174	-199	-1182	-1364	-2728	-4363	-3525	-511	350	-496	-15	1564	6219	5204	5748	1369	1512	746	278	
-267	-484	-1762	-2367	-4027	-4431	-2169	-272	1542	-1368	-296	428	6596	5412	6897	2009	2039	383	186	
-400	-524	-2370	-2684	-5845	-4717	-1034	61	1938	-1857	-1120	-274	4918	5807	9120	2950	2679	418	357	
-286	-398	-2163	-2917	-5380	-5261	-333	711	2467	-1652	-2128	-320	4503	6561	9402	3289	2321	859	461	
-273	-802	-2066	-3590	-5284	-5900	-1223	352	3034	-1605	-1970	-430	4145	6354	9854	3684	2528	557	454	
-193	-444	-2232	-2890	-6050	-5900	-1664	324	1882	-1352	-1293	43	4220	6090	8875	2724	1851	549	505	
-373	-431	-2025	-2409	-5599	-5573	-1349	-148	899	-943	-511	1055	4541	4846	6916	2479	1964	374	400	
-393	-285	-1238	-1887	-3234	-5152	-1601	-444	-23	-817	279	1111	3806	3377	4411	1670	1512	-15	8	
-295	-140	-658	-1584	-2509	-4567	-1286	-1139	-407	-318	634	602	2957	1888	3149	672	366	34	-133	
-260	-107	-464	-993	-2413	-2064	-1191	-1171	-705	-274	860	772	2033	757	2452	226	276	183	113	
-87	7	-284	-310	-1798	-1656	-1318	-982	-355	-193	387	489	1091	122	1285	-148	84	177	156	
-40	-38	-119	-152	-355	-1806	-548	-237	-186	131	393	375	401	-52	270	34	156	287	104	
-27	-106	-128	-79	-60	-1303	-237	-97	-147	-134	162	193	96	-97	96	95	43	221	65	
