0	-25	-111	17	-21	-137	-279	-312	-102	64	-181	-164	15	136	141	132	-19	-31	-82	-341	-170	
75	-14	8	213	-62	-129	-354	-434	-230	64	-145	-13	181	409	266	296	162	247	-104	-273	-348	
-42	-34	-56	345	-158	-435	-1205	-578	-601	-216	-175	79	252	839	289	987	465	270	-141	-296	-350	
33	-21	130	134	-281	-246	-1579	-1336	-886	-229	-114	117	268	1072	484	1430	442	278	-326	-415	-296	
74	215	173	-46	-630	-1314	-2110	-1050	-701	-108	-22	238	300	629	633	888	233	128	-282	-1187	-489	
113	273	146	139	-891	-1863	-1277	-549	-303	-48	99	158	279	511	31	888	404	286	-215	-934	-511	
108	273	0	-138	-876	-1647	-1119	-190	-149	16	310	251	300	306	-212	405	209	23	-252	-651	-407	
75	91	-7	-502	-833	-1055	-334	355	361	136	220	238	150	-126	-588	-20	-112	-151	96	-378	-392	
-49	-132	-325	-282	-20	-21	495	636	721	448	199	47	150	-524	-823	-297	-1128	-503	145	499	26	
-42	-534	-419	-275	163	828	1528	1499	773	784	103	-141	-14	-1093	-1555	-1035	-2263	-1289	490	1183	577	
-200	-403	-373	-82	499	1440	2309	1551	1527	835	63	-348	-67	-968	-2646	-2051	-1730	-1928	788	2185	1372	
-821	-503	-902	-179	656	1772	2344	2293	1373	400	127	-203	-180	-1135	-2232	-2354	-1962	-2295	683	1656	1882	
-925	-517	-1210	-214	556	2366	3299	2103	1579	96	31	-180	-247	-1884	-1666	-2450	-3220	-2023	226	1032	1768	
-659	-856	-829	-97	515	2505	2483	1620	1270	407	127	-301	-313	-1218	-1500	-2065	-3275	-1507	245	1107	1542	
-289	-374	-726	-317	401	1981	2153	1378	841	136	19	-368	-518	-857	-1307	-1323	-1689	-1643	79	900	1315	
-202	-222	-712	-303	114	1545	816	601	378	-175	-160	-368	-407	-538	-713	-581	-800	-686	-14	122	271	
21	33	-201	-62	-48	456	105	355	72	-397	-248	-247	-257	-239	-47	-100	-407	-259	-43	-148	-45	
133	82	-28	-7	-274	-48	-472	-102	-288	-787	-188	-166	-134	-14	227	31	-125	103	-141	-210	-178	
325	240	165	-7	-199	-253	-1708	-651	-971	-787	-175	-94	63	110	913	522	676	549	-245	-370	-280	
150	120	280	394	-261	-273	-2096	-1150	-1213	-801	-215	-27	268	228	1046	970	808	557	-50	-398	-237	
125	-187	400	232	-322	-314	-1636	-878	-857	-1141	-268	103	209	141	1475	1266	520	373	-113	-333	-304	
-21	-48	206	81	-172	-151	-1277	-1107	-715	-773	-369	63	113	94	1574	905	656	136	-37	-319	-171	
-140	-49	16	30	-122	-171	-875	-1150	-331	-323	-101	-41	86	156	431	544	310	-16	-97	-119	26	
-292	-21	52	-38	-61	-41	-688	-508	-102	-283	-129	-147	86	170	258	351	240	30	-23	-67	-64	
