-70	-112	-70	-152	-172	-209	-268	-208	16	24	72	162	341	181	-146	
-7	-16	-70	-73	-55	-230	-273	-347	-207	-162	400	345	357	15	-179	
125	125	8	-14	-158	-383	-192	-702	-332	-108	406	462	381	47	-108	
134	216	107	8	-179	-862	-650	-1234	-835	-75	481	758	396	252	-6	
-14	127	52	-29	-83	-1500	-1199	-788	-1064	-54	835	826	564	344	-54	
-35	108	99	-90	-138	-1210	-560	-524	-406	-34	801	368	214	230	62	
-112	-133	-70	-123	-65	-103	48	-75	-139	104	136	-94	-141	-86	-113	
-63	-195	-250	-180	106	327	709	519	-177	-196	-505	-722	-336	-320	-199	
-259	-378	-534	-28	82	1201	1667	2188	274	-277	-2004	-2343	-1205	-1062	-464	
-587	-363	-514	-125	440	1570	3187	2813	273	-431	-2953	-3794	-2495	-1732	-232	
-446	-614	-1032	-194	776	2853	3484	2795	444	-359	-3010	-3752	-2467	-2109	-160	
-447	-585	-1106	-290	369	2185	3274	1788	234	-345	-2712	-2991	-2551	-1565	141	
-405	-258	-444	-325	16	761	1510	972	113	-61	-1580	-1300	-1514	-728	267	
-84	-124	-201	-187	-165	0	399	-21	-20	-135	-688	-255	-341	-140	88	
35	50	-132	-207	-234	-343	-110	-1047	-34	-54	-155	183	412	521	275	
167	308	138	-276	-365	-963	-376	-1579	-136	56	336	572	1389	948	212	
91	150	107	-207	-509	-1529	-1286	-1794	-204	289	392	1639	1641	848	-100	
33	180	349	-42	-200	-1254	-1401	-1363	-170	225	512	1740	1355	446	196	
-77	191	246	-35	-324	-601	-592	-1119	-251	225	614	1385	1372	292	-7	
25	172	76	-152	-379	-528	-205	-817	-75	72	580	1215	309	110	-18	
-50	-7	41	-56	-241	-408	-376	-225	-116	88	432	358	79	86	-113	
-224	-70	-118	-137	-275	-288	-308	-109	24	98	240	31	-81	79	-107	
