-91	-347	-76	-179	-172	285	4	-89	-108	-130	-168	
-230	-723	-304	-212	-96	671	-28	-14	-75	-135	-131	
-792	-753	-242	-167	-144	304	-28	8	-250	-174	-114	
-881	-797	-682	-69	16	717	227	32	-119	-195	-21	
-1147	-1003	-1371	-186	229	1160	607	153	-61	-88	-63	
-999	-1077	-1181	-234	814	1195	764	484	24	-47	-121	
-369	-974	-741	-262	376	1090	389	227	27	0	-81	
41	-139	-235	-97	147	57	-143	218	139	232	-7	
483	671	400	-69	-369	-1040	-1162	-136	80	699	127	
1500	2872	2001	90	-1660	-2282	-2642	-346	327	870	382	
1518	2675	2179	65	-2226	-2527	-3030	-549	289	490	326	
1482	2603	1610	123	-1602	-2888	-2455	-592	225	477	239	
483	903	1076	-21	-876	-1329	-961	-400	72	341	199	
16	-21	107	-80	-206	-294	-177	-349	-122	-27	-21	
-216	-464	-304	-200	81	244	243	-197	-203	-370	-141	
-452	-1018	-346	-138	278	328	243	80	-41	-377	-188	
-585	-1106	-785	-172	229	549	186	-7	-176	-417	-208	
-733	-679	-829	-165	245	336	170	-116	-135	-221	-67	
-688	-326	-249	65	106	163	73	-108	-223	-263	-125	
