59	-78	-78	-136	-124	-140	-305	-297	-271	-261	521	267	-177	
59	-50	-64	-64	-105	-188	-451	-712	-269	-213	684	219	-65	
0	-92	-14	50	385	-334	-988	-1034	-117	-83	717	660	-89	
-71	-39	50	134	31	-304	-1253	-1664	-159	98	951	1267	234	
85	70	228	159	-91	-200	-1592	-1356	-330	586	898	434	315	
518	8	69	33	-175	-481	-1503	-770	-344	335	521	348	133	
122	-8	8	-67	-161	-112	-222	-235	-207	24	-226	32	-68	
-178	-304	-450	-148	25	308	921	507	-83	-456	-1387	-1248	-156	
-383	-354	-486	-22	50	1302	2585	1592	-14	-1239	-2773	-2369	-692	
-291	-240	-449	-260	58	1302	2925	1592	139	-1877	-2831	-2972	-935	
-270	-233	-406	-208	150	1266	2890	1307	460	-1268	-2729	-2642	-535	
-187	-142	-387	-316	50	533	1208	649	403	-572	-1271	-1047	-238	
-69	-185	-281	-211	-189	-21	49	156	115	40	-164	-259	-34	
-64	-71	-178	-309	-160	-84	-694	-207	0	106	464	-21	177	
-91	-120	-50	-106	-56	-56	-566	-302	-14	401	898	312	290	
-178	-74	25	-71	-133	-304	-1209	-1107	-117	180	933	316	169	
-86	-22	194	-204	-282	-299	-416	-917	-262	262	1230	170	40	
-93	73	74	-190	-489	-453	-215	-448	-207	65	724	263	80	
-64	-29	219	8	-126	-424	-381	-235	148	-7	309	81	56	
-57	195	98	41	-184	-306	-236	-187	29	-179	301	-68	-149	
