-70	-49	-464	-272	-96	-28	15	-164	-58	-95	-61	-134	
-48	-228	-420	-394	-69	-14	130	-164	56	-122	-229	-155	
-70	-216	-591	-287	-186	-165	423	-82	88	-129	-236	-255	
-4	-355	-900	-394	-138	57	1143	364	250	-122	-283	-315	
-231	-614	-812	-463	-83	294	1230	833	331	0	-276	-202	
-321	-1265	-1003	-609	-399	409	1160	694	363	-14	-222	-148	
-301	-1162	-974	-173	-147	139	546	607	261	-149	-51	0	
-140	-299	-118	-28	-152	-192	-123	-157	226	-149	168	143	
16	375	497	560	-28	-514	-1242	-1507	-122	152	480	287	
75	1698	2192	1805	-76	-1544	-2773	-2513	-332	201	597	334	
-35	2058	2424	2161	-49	-2037	-3163	-3274	-306	310	597	414	
326	1590	2335	1699	477	-1021	-1892	-2096	-265	163	488	239	
335	491	1172	738	312	-427	-650	-860	-48	120	272	218	
-56	-14	224	-7	79	-137	-164	-252	-104	-162	-74	79	
-135	-91	-541	-551	-110	32	415	178	48	-149	-263	63	
-34	-23	-767	-697	0	564	538	347	64	-216	-323	-161	
8	-230	-812	-873	-262	656	530	486	-122	-257	-240	-121	
-210	-319	-503	-756	-358	237	440	162	-14	-108	-139	-111	
-391	-320	-347	-419	-275	147	203	131	129	-96	-220	-121	
