-8	107	-97	-207	-282	-301	-197	-87	0	287	454	236	197	-160	-311	-292	-289	
8	107	24	-42	-325	-300	-334	-102	56	440	1181	480	276	-206	-284	-343	-210	
50	148	18	-138	-630	-239	-817	-319	48	360	1232	230	434	-51	-298	-332	-269	
225	142	41	-310	-1181	-1141	-1047	-506	40	344	1097	420	284	-133	-283	-327	-309	
83	77	-21	-351	-1355	-925	-961	-606	16	195	326	198	119	-140	-284	-382	-313	
-28	-113	-249	16	-172	-62	-96	-238	-142	96	-275	-121	-101	0	-20	-119	-181	
-285	-250	-304	427	474	701	851	-61	-291	-485	-1159	-336	-400	-56	164	140	40	
-304	-499	-595	369	1675	2383	1545	177	-284	-1707	-2061	-1444	-769	15	203	343	202	
-355	-1268	-785	1023	2080	3658	2170	412	-530	-2684	-3132	-2215	-1523	-7	431	937	310	
-260	-1562	-565	970	3046	4270	3264	722	-431	-2982	-3709	-2481	-1718	-7	1178	970	194	
-821	-1032	-414	546	2220	3414	2552	291	-502	-2797	-3456	-2593	-1258	157	996	616	189	
-334	-341	-171	287	1008	1597	1042	-20	-108	-1183	-1596	-1163	-306	78	384	452	-7	
-174	-277	-214	-117	49	203	56	-68	-189	-330	-455	-321	-14	157	236	257	-125	
41	-194	-196	-214	-731	-192	-817	-116	-54	120	310	420	490	275	148	23	-90	
291	82	-159	-269	-1167	-982	-1823	-305	225	448	656	1406	1316	-73	-133	-185	-242	
291	86	-214	-413	-1326	-2239	-2067	-706	353	614	1740	1490	1300	-411	-298	-283	-276	
275	188	-138	-90	-1167	-2008	-2096	-864	40	358	1706	1221	781	-126	-210	-283	-231	
233	216	90	-145	-136	-1141	-1363	-414	313	443	555	1625	403	15	-133	-239	-164	
250	68	-7	-165	-315	-592	-946	-170	-21	231	382	918	229	23	-185	-223	-235	
83	29	8	-122	-165	-430	-630	-209	32	120	151	514	142	-34	-212	-169	-257	
