-285	-458	-331	-200	90	480	162	40	
-334	-885	-580	-310	286	790	469	218	
-304	-1047	-1444	-406	849	1230	903	218	
-674	-1356	-1532	-317	393	1283	972	379	
-955	-1268	-1093	-461	204	627	851	387	
41	-264	-463	-351	122	0	-82	-122	
708	1011	289	-69	-398	-1184	-1234	-251	
1374	3194	1343	304	-1558	-2672	-2412	-373	
1392	3462	1752	460	-2226	-3004	-2987	-285	
1104	2603	1325	246	-1573	-2152	-2383	-339	
325	1118	916	106	-586	-1329	-1492	-312	
8	8	99	106	-268	-198	-334	-208	
-378	-513	-536	106	-233	244	-225	-89	
-98	-431	-639	-179	122	497	101	2	
-146	-473	-844	-200	442	289	158	24	
-160	-503	-551	-385	253	252	219	10	
-320	-385	-390	-282	229	187	56	-33	
