125	-274	-548	-187	-14	0	448	24	0	
-9	-467	-650	-287	-145	-144	1108	259	43	
-125	-418	-753	-297	-269	221	797	227	8	
-63	-555	-856	-1151	-227	302	1632	486	403	
-14	-866	-1106	-1283	-200	114	1178	625	397	
-342	-1295	-458	-448	-220	-69	689	194	66	
-91	-49	-63	-90	-105	-165	203	-191	-7	
75	1086	886	578	57	-659	-809	-1234	-177	
217	1500	2639	1823	230	-1834	-2672	-2800	-535	
351	1446	3051	1948	427	-2400	-2975	-3087	-606	
318	1734	2854	1556	246	-1094	-1647	-2527	-592	
142	906	1494	720	263	-252	-823	-1679	-522	
-308	-98	116	57	-83	-83	-301	-300	-197	
