-28	-209	-485	-339	-227	114	252	-130	-1	
25	-393	-503	-536	-145	114	627	-48	40	
-95	-411	-458	-800	-165	319	643	32	218	
-119	-895	-1327	-1430	-296	360	898	292	339	
-294	-866	-2004	-1517	-372	920	1195	573	622	
-342	-955	-1651	-1327	-399	229	951	312	253	
-105	-407	-222	-228	-310	-28	-82	56	88	
0	250	886	363	-385	-746	-1083	-1176	-387	
8	1572	2621	2535	-296	-1573	-2022	-2297	-366	
-14	1806	2746	2517	-55	-2530	-2152	-2628	-326	
58	1842	2782	1503	246	-1965	-2426	-2196	-478	
-7	1086	1619	756	164	-1181	-1271	-1464	-353	
-70	283	340	231	312	-274	-335	-143	24	
-252	-279	-181	31	95	-192	350	186	185	
-194	-333	-782	-318	-40	8	369	170	-30	
-280	-541	-1106	-565	57	98	951	170	-170	
-224	-306	-1180	-741	-234	155	1055	332	-95	
-219	-355	-812	-199	-117	212	636	235	-37	
-154	-251	-679	-270	-110	188	163	24	-116	
-83	-209	-430	-256	-104	-103	-116	16	-6	
