-90	-83	-82	-67	-156	-250	-333	-392	-422	-296	2	-2	17	61	132	78	78	-30	-82	0	34	-251	-52	-90	75	
-65	-93	-119	-126	-160	-185	-458	-477	-422	-362	-161	-104	-8	287	252	78	330	17	457	434	208	-244	-221	-181	-140	
-99	-96	-174	-348	-171	-518	-1198	-635	-543	-348	-178	122	235	435	444	302	409	321	422	304	303	104	190	15	112	
-173	-127	-171	-252	-523	-1289	-1277	-714	-716	-779	-119	95	366	461	496	497	767	378	607	408	277	147	49	111	114	
-138	-190	-249	-315	-378	-1935	-1970	-1312	-1000	-1377	-325	-145	-30	531	670	426	1894	1335	1019	582	1141	269	135	121	-3	
-168	-245	-341	-378	-503	-2692	-3262	-1974	-1992	-2023	-861	-318	-37	113	700	1147	3378	1617	2258	1088	2209	69	104	69	-111	
-234	-256	-412	-745	-1950	-3369	-3577	-3218	-1598	-1771	-244	-145	331	305	587	883	3660	2255	3327	2157	2809	408	503	251	-162	
-246	-283	-304	-1738	-3842	-4567	-4034	-3234	-1850	-1346	401	95	444	200	383	435	2627	1673	4284	3189	4084	1389	718	338	138	
-267	-634	-1696	-2621	-4204	-5465	-4853	-2462	-669	-716	593	-318	159	-37	126	-207	1199	603	4322	4933	5208	2531	1093	521	-96	
-198	-288	-2453	-3599	-5780	-6253	-3561	-1643	-97	-200	942	204	60	60	0	-386	429	347	3065	5420	6371	3768	2591	708	86	
-184	-556	-1664	-4560	-7088	-5938	-2270	-399	52	-8	527	-355	34	-148	200	-1109	226	-15	2314	4408	6970	5154	3864	857	372	
-368	-732	-2074	-5490	-7577	-5686	-1576	-74	846	-289	284	-480	113	-678	-141	-1345	-8	392	1732	3901	8151	5566	4688	1550	320	
-291	-288	-2043	-6594	-7734	-4724	-481	69	1015	-178	1379	237	-159	-977	-487	-1408	-288	-141	243	2589	8901	5829	3733	2055	297	
-342	-314	-3005	-7303	-7356	-5103	-148	-82	304	-259	606	-244	-8	-1087	-443	-1769	-229	-147	339	2214	8564	6222	3827	2186	433	
-387	-386	-2626	-6168	-7246	-5386	-304	-259	-109	-732	222	-384	-237	-804	-622	-197	-268	-9	495	2532	8357	5885	4033	2411	624	
-394	-445	-2027	-5459	-6615	-5339	-111	-289	253	-1047	-232	-311	-111	-788	-259	-196	-190	-116	356	2270	8620	5829	3434	1475	624	
-375	-490	-1554	-4481	-6095	-5197	-994	-572	-415	-1393	-423	-517	-89	-280	113	-237	-177	331	1601	2964	7514	5641	3246	1045	589	
-435	-673	-1144	-3346	-5670	-5008	-1135	-2021	52	-1550	453	-717	-300	-182	121	-406	461	17	2408	3245	6820	4236	2628	558	459	
-343	-514	-592	-2858	-4582	-4535	-2411	-2714	-303	-1566	183	-291	-37	-31	191	-406	899	1147	3140	3001	5227	3374	2422	225	346	
-322	-437	-578	-1864	-3605	-4724	-3278	-3375	-156	-2086	96	-99	22	204	152	-141	1537	2011	3909	2964	3821	2307	2104	277	199	
-280	-334	105	-808	-1367	-3417	-2947	-3013	-937	-2243	-119	-98	322	303	357	235	2570	1316	3346	2589	2172	733	433	52	95	
-187	-79	26	-74	-363	-2251	-3041	-2509	-1141	-2558	-237	-56	192	331	456	470	2007	1316	2914	901	785	130	130	15	-23	
-178	-47	8	-8	-302	-974	-1718	-1564	-1771	-2164	-281	-67	174	383	681	1504	1819	584	2108	469	303	157	167	-96	-67	
38	61	25	43	140	-326	-127	-1123	-1724	-2007	-185	-103	17	305	418	1165	786	382	1245	477	-45	-332	-32	-118	-133	
-1	-19	-9	157	192	61	-141	-444	-1157	-1503	-266	-168	97	235	493	808	373	295	391	347	-163	-509	156	-273	-207	
-148	-125	-73	-104	111	157	-111	-296	-488	-700	-303	-74	-5	34	418	200	139	197	217	112	-273	-182	-66	-225	-52	
