141	0	-63	-207	-383	-185	-286	169	8	74	99	95	126	
66	41	16	-179	-630	-464	-293	-75	-53	-21	143	134	197	
216	67	-104	-227	-601	-506	-293	-197	-122	224	318	293	300	
208	116	24	-427	-1108	-795	-395	-244	-68	448	454	579	331	
66	40	-111	-344	-1703	-1329	-245	-213	-21	887	673	615	325	
-63	-69	-187	-193	-1297	-560	-238	-196	-7	333	199	285	245	
-79	-219	-302	-179	-281	81	-204	-130	104	256	-121	-114	245	
-91	-423	-346	172	294	701	421	31	-189	-256	-948	-742	-333	
-327	-635	-521	510	1640	2243	1753	24	-426	-1424	-1723	-1598	-1300	
-481	-1150	-507	1041	2291	3554	2448	105	-502	-2443	-2596	-2607	-1858	
-260	-1533	-492	1430	2958	4148	2708	739	-318	-3194	-3202	-2537	-1913	
-38	-620	-82	1165	2572	4392	2118	66	-250	-3066	-2892	-2313	-1969	
-167	-402	-380	334	1166	2348	1319	-109	-88	-2458	-1835	-1317	-1048	
-96	-111	-249	-110	32	514	235	64	-68	-1169	-596	-321	-160	
-28	-187	-235	-353	-427	57	-630	-155	104	-229	183	230	252	
69	116	-221	-640	-1326	-419	-1593	-156	176	296	792	934	1032	
66	97	90	-372	-1950	-1574	-2067	-454	466	648	1537	1490	1099	
112	116	-21	-358	-1776	-1892	-2010	-156	466	580	1131	1086	948	
158	196	148	-35	-804	-968	-1320	48	297	375	910	436	932	
8	82	117	115	-543	-361	-889	16	-54	232	673	317	480	
