-156	-219	-39	-26	-48	-77	-222	-401	-261	-7	342	-2	21	
-171	-200	-169	-148	-63	-181	-527	-290	-358	40	671	129	-7	
-171	-160	-209	-267	-93	-299	-841	-448	-314	81	331	115	8	
-15	-149	-240	16	-204	-955	-1091	-408	-218	229	717	-7	41	
-45	-142	-87	92	217	-1250	-1018	-463	-379	384	1108	357	234	
0	-64	-57	218	-188	-1058	-1106	-1151	-358	779	1335	295	258	
-39	-29	59	126	-126	-1029	-1165	-609	-502	302	811	399	266	
-67	-71	-120	75	-33	-146	-277	-145	-200	-35	-69	24	-204	
-182	-339	-387	-134	67	383	1190	264	-76	-485	-1257	-1205	-373	
-206	-360	-591	-253	83	1284	2890	1218	-28	-1123	-2239	-2340	-217	
-305	-779	-552	-241	142	1284	2621	916	16	-1689	-2571	-3360	-332	
-100	-255	-334	-182	100	1266	2567	880	-234	-876	-2657	-2671	-366	
-125	-120	-162	-102	-42	475	1100	297	-193	-427	-1473	-1564	-441	
-114	-120	-74	-116	-231	50	99	-173	-28	-7	-280	-123	80	
34	-85	8	-57	-342	-174	-264	-668	-42	122	293	292	177	
136	84	84	-99	-154	-153	-603	-697	-179	221	692	340	185	
35	-8	-197	-85	-171	-82	-282	-1005	-172	90	793	348	-68	
-134	-219	-147	-156	-201	-223	-402	-682	-117	40	432	365	-28	
-84	-92	-48	-29	-252	-383	-547	-609	-165	40	219	243	161	
-36	25	76	75	-49	-202	-380	-436	-317	-42	163	8	32	
-128	77	95	0	-105	-119	-132	-435	-159	-17	43	-22	-7	
-355	178	75	-113	-154	-202	0	-339	-170	-151	-40	-130	-109	
