-106	-64	59	-25	-56	-148	-215	-217	-240	-7	566	146	8	
-100	-85	59	190	97	-230	-319	-287	-214	99	619	0	3	
-142	-15	8	193	-6	-404	-812	-770	-216	0	741	210	88	
8	48	177	159	92	-555	-782	-1342	123	131	881	677	242	
25	25	100	-42	-433	-659	-1651	-1488	-145	221	1160	989	436	
-57	-23	25	8	-545	-895	-1356	-858	-172	212	1038	625	622	
-128	-85	-317	-15	-342	-334	-264	-214	-159	-35	48	56	72	
-199	-297	-436	-120	-70	300	886	543	-193	-775	-1329	-1018	-258	
-177	-248	-324	-204	-7	1212	2836	1734	189	-1138	-2152	-2053	-95	
-326	-382	-408	-525	41	1302	3104	2890	337	-1790	-2311	-2742	-156	
-433	-78	-394	-226	184	1230	2657	2143	501	-1326	-2455	-2168	-312	
-206	-142	-373	-167	-7	366	1118	916	312	-601	-852	-1535	-231	
-36	-106	-141	-74	-94	-21	8	99	8	-42	195	-232	-48	
-25	-113	-48	-36	-99	-140	-437	-477	57	155	916	16	-48	
85	-142	-25	-68	-32	81	-871	-521	-42	278	482	64	-75	
71	-40	25	-36	-42	-378	-1106	-682	-145	106	332	121	-89	
238	85	21	-57	-14	-363	-915	-814	-62	196	312	243	-68	
130	25	-31	-31	-14	-224	-267	-448	-76	8	173	137	56	
25	-29	42	-22	8	-251	-293	-408	-145	-131	41	-48	-116	
