16	0	-14	-255	-302	-273	-374	-122	96	264	342	238	94	
183	0	-76	-241	-369	-780	-659	-149	24	336	792	269	229	
135	107	-49	-330	-717	-1228	-1033	-210	96	665	843	420	347	
108	47	-84	-324	-1007	-1156	-1076	-332	48	1057	605	598	350	
8	-125	-98	-97	-702	-437	-519	-392	-7	580	358	277	347	
33	-132	-83	-49	-185	-76	-170	-136	0	192	-148	-147	31	
-112	-298	-120	82	229	537	833	-82	-331	-404	-821	-658	-286	
-133	-812	-180	564	1921	2313	1858	234	-886	-1608	-1948	-1808	-1090	
-188	-512	-325	1235	2343	3169	2604	308	-900	-2458	-2991	-2846	-1690	
-200	-723	-187	1377	2642	3431	3229	619	-544	-3137	-3597	-2944	-1662	
-496	-767	-276	1041	1974	2733	2795	49	-544	-2472	-3442	-2369	-1704	
-341	-326	-249	475	990	1789	1545	88	-108	-1296	-1807	-1303	-1258	
-74	-169	-170	148	57	383	259	-89	-183	-376	-315	-401	-421	
0	-104	-270	-358	-615	-239	-300	-193	-115	144	446	269	150	
99	82	-311	-509	-1399	-968	-1478	-265	56	408	1147	1153	697	
116	116	-270	-742	-2037	-1401	-1981	-778	40	409	1994	2382	1065	
25	295	-83	-344	-1326	-1343	-1880	-380	29	344	1402	1793	747	
25	173	140	-365	-847	-737	-1262	-156	112	176	1029	1170	1065	
-181	232	276	-337	-804	-376	-745	-129	-14	152	279	1002	413	
-195	207	92	-214	-309	-342	-487	-75	88	120	185	246	197	
