-162	-183	-102	-273	-312	-321	-379	-367	-389	-347	-178	-402	-249	-215	-185	-140	125	164	16	-184	-89	-66	-67	315	
16	-53	-161	-383	-149	-551	-430	-411	-478	-645	-348	-459	-135	-181	-80	-80	377	235	241	38	-1	19	109	367	
-69	-169	-105	-418	-444	-595	-379	-456	-369	-989	-109	-378	-53	63	127	245	1238	423	288	156	131	35	218	104	
-134	-55	-59	-209	-282	-873	-946	-876	-780	-1665	-305	-325	-87	127	246	513	1504	1095	675	170	301	158	111	61	
-134	-34	-179	-348	-473	-1737	-1748	-1979	-2080	-2829	-878	-857	-95	239	901	1433	2102	2466	1774	987	495	43	8	140	
-15	-78	-273	-777	-1253	-2235	-2973	-3444	-2369	-3044	-1264	-1242	48	175	722	1350	2302	3110	2234	1949	607	324	274	151	
-61	-134	-196	-925	-1886	-2807	-3979	-3938	-2527	-2398	-549	-1185	-135	63	635	213	2052	2994	2611	2585	2680	853	262	166	
-57	-316	-910	-1590	-3196	-3861	-4810	-4605	-2080	-2024	-95	-402	-202	-88	127	-160	1304	2615	2661	3058	4834	1874	113	105	
-85	-414	-865	-2359	-3726	-5575	-5130	-4678	-1416	-889	567	265	192	-455	-114	-783	322	1987	2857	4134	5142	1969	420	242	
-355	-824	-1251	-3040	-5110	-6498	-5087	-4358	-665	-184	1620	1013	320	-849	43	-1858	-160	1194	2201	4493	5839	1780	748	533	
-380	-704	-1593	-2670	-5389	-7201	-5422	-2255	195	300	4381	2402	307	-962	-1458	-3727	-871	-139	1971	3694	7102	1572	1126	843	
-396	-645	-1742	-3483	-6581	-7919	-4853	-1631	326	1528	5244	3260	384	-1455	-2635	-4941	-2023	-837	1036	3596	7620	1345	1637	1334	
-225	-734	-1653	-4341	-7214	-8710	-4620	-1689	427	2240	5865	3654	921	-1892	-3238	-5666	-3148	-906	483	4330	7086	2290	956	735	
-218	-256	-1890	-4001	-6935	-9149	-4416	-1950	863	2344	5313	3637	1262	-2145	-3126	-5275	-4147	-782	609	3971	7264	2309	503	376	
-120	-421	-1682	-3128	-6125	-8432	-5043	-2559	350	1354	4743	2316	1040	-1638	-2930	-4480	-2592	-395	806	3531	7410	1988	1032	578	
-211	-351	-1682	-2714	-5198	-7655	-4722	-2821	-82	416	2690	1545	200	-1483	-2215	-3141	-913	62	1725	3465	6956	2063	465	647	
-233	-323	-895	-1945	-3549	-5956	-4183	-3401	-896	-320	843	618	232	-694	-658	-1620	70	1640	2907	3580	5029	1458	218	295	
-204	-323	-820	-1709	-2813	-5180	-4387	-3996	-1805	-2024	-7	-41	232	-335	-227	-630	1504	2862	3842	3384	3700	1269	183	120	
-92	-190	-594	-496	-1665	-3407	-3716	-3401	-1401	-2915	-778	-502	64	-208	379	205	2634	3143	3514	2177	2275	955	253	131	
-36	-85	-391	-333	-1400	-2836	-3046	-2835	-2080	-3605	-1364	-1000	64	-195	901	915	3066	3094	3350	906	1416	455	236	62	
-134	-131	-7	-319	-548	-1298	-1865	-2588	-2383	-2872	-1493	-1242	-122	-34	1338	681	2534	2433	2611	710	735	464	182	52	
-164	-69	92	-195	-451	-521	-1384	-2211	-1444	-2455	-1593	-1213	-108	0	1271	339	2019	1838	1627	551	487	420	294	288	
-78	-71	15	-120	-194	-159	-509	-1108	-376	-1636	-1364	-1057	-307	-61	867	387	1953	600	987	528	456	319	289	183	
8	44	-17	-105	-118	-138	-372	-514	-376	-817	-764	-103	0	103	381	165	1188	-14	366	119	147	230	131	96	
-88	0	-21	-174	165	-138	-193	-485	-314	-803	-238	-148	-101	135	238	216	322	-73	20	-112	37	324	112	63	
