-153	-97	-304	-262	-194	114	-33	-109	
-188	-423	-366	-289	-158	407	-21	-91	
-306	-664	-492	-413	-90	635	89	6	
-467	-797	-639	-392	-28	1178	186	80	
-792	-1062	-628	-262	286	1178	421	210	
-1029	-1430	-1503	-282	384	1230	300	428	
-467	-959	-726	-413	286	1073	365	193	
-146	-194	-235	-172	-192	8	-68	-82	
798	886	471	-131	-862	-968	-1248	-258	
1644	2120	1521	131	-1399	-1906	-2426	-420	
1752	2460	1912	345	-1834	-1979	-2742	-326	
1500	3104	1396	370	-1732	-1935	-2426	-285	
466	1261	880	296	-862	-997	-1191	-149	
