278	-72	-74	-22	-127	-149	-173	-92	-161	-762	-181	-105	-195	-288	-157	-68	8	16	121	462	-14	252	39	-93	-141	-178	
77	0	-40	8	-121	-170	-359	-50	-475	-762	-264	-207	-200	-196	-82	75	79	120	345	288	121	175	141	-146	-204	-187	
34	-58	-9	77	-114	-163	-415	-155	-454	-320	-402	-256	-147	-49	68	186	113	353	520	486	246	189	-93	-298	-291	-256	
373	242	146	77	-84	-255	-465	-391	-1014	-376	-576	-712	-298	-144	220	316	412	430	1142	622	190	126	-164	-377	-404	-182	
443	287	275	377	-43	-191	-549	-883	-1861	-733	-1415	-932	-186	-192	293	369	468	824	1176	944	783	268	-312	-961	-408	-230	
265	309	452	656	-199	-262	-1437	-1257	-2410	-1058	-1695	-1254	-378	-369	309	399	722	773	2267	1283	884	355	-166	-727	-531	-407	
452	410	639	408	-57	-205	-1932	-1630	-1890	-910	-1474	-1019	-172	-185	392	330	363	1064	1943	978	1490	982	-100	-879	-581	-499	
344	242	696	395	-36	-718	-2082	-1003	-1088	-304	-1062	-477	-262	-192	96	121	193	402	989	910	2113	1333	212	-851	-609	-443	
486	493	1164	265	-128	-1246	-1707	-704	-266	-98	-451	-283	-207	-209	65	-62	-21	144	264	673	1709	982	306	-423	-870	-276	
139	250	697	0	-192	-1095	-1197	-190	-161	258	-118	-283	16	-57	146	-104	-204	-210	-249	23	444	798	369	-7	-204	-112	
-58	34	189	-321	-674	-839	-141	302	360	1392	514	41	156	78	21	-155	-271	-801	-716	-934	127	237	292	195	54	-92	
-51	-126	-286	-1384	-489	-240	481	707	1589	1842	599	223	135	-69	-140	-266	-522	-1370	-957	-1751	-668	-293	369	415	476	297	
-108	-199	-350	-1506	-178	1	2045	1326	1752	1680	713	239	230	-192	-246	-961	-1679	-1156	-1381	-1906	-1233	-979	78	715	954	458	
-260	-568	-1161	-1445	-256	793	3309	1490	2458	1230	1333	898	581	-62	-505	-1952	-1550	-1839	-1650	-2188	-1247	-1802	-54	814	1167	579	
-659	-1151	-2490	-1490	102	1272	3712	1781	3254	888	1279	2179	2066	180	-665	-2240	-1221	-2167	-2061	-1962	-1444	-2095	-398	649	2053	404	
-691	-1826	-2215	-1673	418	2009	4225	1872	3273	1194	2049	2179	2031	40	-1040	-2369	-1636	-1754	-2274	-2441	-1696	-2513	-649	289	1889	873	
-252	-1734	-1726	-1597	426	1678	3437	1927	2802	618	2156	1663	1571	73	-1863	-1909	-2551	-1412	-1580	-2455	-1934	-2541	-643	572	2021	1378	
-224	-1013	-2490	-1475	136	1364	2466	1617	2657	402	1494	1236	988	122	-1632	-1952	-2065	-1085	-2075	-2075	-1738	-1969	-524	567	1742	1199	
-238	-875	-779	-1065	-36	977	1312	1235	1788	708	1583	614	546	73	-246	-875	-992	-672	-1325	-1680	-1317	-1244	-120	603	1184	505	
-15	-388	-236	-700	-454	76	452	743	991	528	381	293	16	-7	-168	-211	-764	-644	-1084	-1117	-1023	-742	314	447	522	132	
-8	-65	94	-299	-532	-339	135	363	477	300	307	-104	-262	-206	-205	-150	-506	-95	-419	-596	-361	158	872	352	7	-33	
42	43	85	128	-398	-839	-458	100	-266	-98	207	-325	-372	-197	16	48	-183	-81	144	0	-134	597	469	-47	-251	-263	
86	346	77	488	-348	-1170	-1947	-1062	-895	-348	199	-559	-523	-226	366	381	208	176	208	1402	214	1199	456	-312	-595	-430	
182	527	77	787	-128	-1170	-2217	-2003	-1147	-1029	-291	-1283	-509	-336	301	104	460	670	272	1656	901	1684	259	-1072	-595	-573	
330	1544	21	1029	307	-1246	-1872	-2048	-1400	-1546	-561	-1034	-509	-296	105	399	877	824	1279	2130	1187	1166	70	-989	-1213	-472	
278	1243	413	954	383	-914	-762	-2048	-1400	-1354	-915	-844	-482	-470	236	156	670	807	1534	1825	934	497	70	-782	-1186	-446	
234	415	2	880	273	-372	-331	-1436	-999	-1236	-782	-697	-13	-240	253	372	584	927	632	1097	1153	395	0	-879	-760	-650	
-8	155	198	342	230	-142	-233	-435	-1341	-327	-444	-712	-399	122	409	495	567	790	767	510	468	142	157	-391	-376	-473	
-65	155	200	137	72	-135	-216	-510	-598	-445	-374	-360	-172	-131	122	24	355	910	563	358	325	-60	-49	-205	-198	-459	
