-45	-86	-60	-121	-252	-234	-207	-188	-206	-108	-23	299	52	321	77	8	-8	-20	-45	79	
271	-178	-74	-193	-429	-370	-294	-259	-274	-259	-141	128	130	660	156	58	8	-96	20	216	
-23	-35	-104	-577	-637	-1286	-339	-423	-369	-333	-133	226	217	1001	469	60	-229	-85	8	-45	
-15	-252	270	-1283	-1519	-1570	-638	-1131	-772	-340	87	409	443	2033	1501	451	17	-23	-26	-89	
-67	-289	-377	-1299	-2385	-2986	-2133	-1650	-1291	-421	444	711	2292	3421	2776	1591	130	581	0	-67	
-104	-237	-399	-2480	-3675	-4292	-3643	-2264	-1669	-52	565	1124	3907	4828	3095	2622	1014	633	-45	-74	
-208	-378	-446	-2826	-4966	-6574	-4902	-2625	-1621	-89	452	1819	3907	5579	4389	4121	1145	494	8	-96	
-370	-663	-1249	-3991	-6414	-7566	-5673	-2216	-694	365	-259	1105	3456	6216	5477	5115	1745	1056	372	26	
-341	-230	-1407	-5550	-7548	-7707	-4855	-596	-37	557	-826	-104	1542	6216	6058	5790	2419	2198	398	43	
-341	-134	-2163	-6542	-8162	-7739	-4131	610	1085	1132	-1643	-347	408	5560	7033	6858	2944	1898	477	78	
-360	-726	-2116	-6243	-8319	-7487	-3439	1399	1837	1771	-2508	-2052	139	6010	7389	6483	3281	943	970	528	
-326	-978	-2557	-5314	-8209	-7912	-3612	392	708	2317	-1439	-1361	252	5654	6471	6033	2588	1561	820	329	
-293	-458	-2226	-4401	-7406	-7550	-4461	148	383	1809	-214	-244	1316	5278	6002	5471	2250	1842	381	312	
-289	-883	-1454	-3535	-5643	-6401	-4713	-486	-60	1602	296	-23	2236	5654	4708	4721	1482	2160	407	251	
-126	-437	-509	-2086	-3817	-4953	-3801	-1776	-505	627	444	635	2762	4303	3489	2847	845	1224	407	130	
-130	-97	-572	-1079	-2164	-2907	-3533	-1587	-851	496	322	1143	2518	3421	2270	1497	408	95	199	118	
-8	-70	-304	-303	-921	-1711	-2023	-1273	-1291	80	-23	749	1523	2033	530	495	17	149	130	34	
14	131	-230	-30	-148	-1239	-1629	-1052	-914	-126	-23	636	487	869	121	-59	-59	57	130	43	
43	87	52	70	17	-466	-544	-549	-384	-244	-82	148	191	121	-37	-244	-199	8	86	17	
10	122	139	45	-89	-15	-119	-533	-458	-362	-207	-30	52	69	-310	-264	-201	-133	-69	-107	
-67	8	87	61	-141	-24	-103	-215	-384	-259	-259	-206	-50	-37	-89	-472	-207	-126	147	-155	
