-144	-153	8	0	-35	-411	-273	-354	-481	-365	-198	-168	63	-127	251	211	132	76	270	188	175	93	
-140	-63	82	-7	-241	-586	-437	-673	-508	-277	-294	-138	-18	91	338	384	262	383	277	332	194	181	
-98	-56	-35	-138	-317	-862	-708	-1435	-1193	-1128	-357	-335	206	173	519	765	150	391	355	368	227	376	
-67	-49	-129	-304	-110	-1544	-1257	-2139	-1993	-1797	-489	-666	293	371	739	1458	494	613	386	525	297	376	
-56	-84	-125	-756	-214	-1689	-1935	-3102	-2437	-2152	-376	-341	333	292	889	2070	1577	922	1546	595	367	358	
-252	-105	-368	-1093	-1004	-2530	-2845	-4136	-2894	-2181	-135	-107	98	79	939	2697	2332	1444	2113	841	218	142	
-328	-355	-561	-1210	-2025	-3619	-3509	-4409	-2194	-1384	-222	-151	87	-233	204	1690	2168	3123	2340	1912	465	140	
-489	-496	-944	-2265	-3789	-4663	-4448	-4582	-1865	-758	80	73	238	-421	-47	946	2037	3058	3571	2593	1032	862	
-287	-748	-1827	-3817	-4547	-5809	-3812	-3202	-492	-7	1142	127	-191	-1174	-438	-298	823	1330	5887	2631	1693	2411	
-363	-703	-2651	-4667	-6209	-6462	-3350	-2053	72	927	2574	414	47	-1662	-1565	-1900	179	543	5839	3481	1996	2599	
-266	-940	-2696	-5502	-7259	-6767	-2542	-975	1292	2591	3904	1046	-27	-2429	-2398	-3710	-457	435	4397	4673	3111	3034	
-731	-1088	-2784	-6322	-7973	-6912	-2441	-102	2759	3586	5097	1876	-87	-3113	-3800	-4732	-1488	31	4041	5145	3564	3166	
-895	-659	-2769	-6351	-7784	-6448	-1675	-89	3414	4666	5233	2113	-167	-3406	-4633	-5436	-2271	-164	3247	5486	3697	3431	
-526	-792	-2740	-5678	-8148	-6491	-1574	-211	3397	4374	5421	2282	-314	-3406	-4674	-4870	-1969	-322	4300	5618	3602	2958	
-217	-851	-2445	-4623	-6632	-5969	-2498	-361	1533	2917	3307	1723	-81	-2792	-3661	-3503	-815	7	2907	6109	3545	1674	
-147	-541	-2504	-4330	-5932	-6114	-3105	-1392	412	1150	2540	724	-154	-1885	-2301	-1887	31	474	3717	5107	2411	1296	
-224	-644	-1709	-3041	-4518	-5519	-3957	-3059	-353	-237	1296	71	-127	-672	-607	-278	658	528	5207	3803	560	975	
-273	-425	-1224	-2118	-3323	-4939	-4318	-3950	-1407	-1697	480	-121	-314	-351	133	501	1381	1378	4802	2366	516	323	
-127	-292	-485	-1181	-1908	-3880	-4939	-4294	-2637	-2522	-498	-610	-254	-67	1487	1640	2972	2666	3652	1477	824	398	
-75	-112	-208	-829	-917	-2835	-3740	-3950	-3366	-2693	-1098	-821	-221	94	2102	2284	3005	2552	2486	381	385	376	
-183	-181	-118	-104	-282	-1558	-2527	-3073	-2637	-2821	-1098	-948	-241	339	1903	2400	2677	1248	1578	184	240	367	
-199	-133	-157	-72	-464	-1225	-1416	-2369	-2008	-1811	-1183	-849	-254	580	1188	1970	1955	559	557	420	313	198	
-189	-136	-95	24	-275	-136	-722	-1478	-1993	-900	-688	-443	0	490	839	1326	1709	691	497	420	257	61	
-105	-155	-111	-72	-248	-158	-405	-1090	-1364	-687	-579	-362	-154	165	330	250	1233	303	321	257	236	-45	
