-141	-64	262	-50	-77	-49	-347	-196	-80	24	72	-22	-18	
-199	-39	114	-29	-51	-42	-513	-359	-152	-69	138	20	-14	
-128	20	-18	-20	55	-250	-885	-228	-200	-144	260	161	105	
-36	-15	10	25	41	-126	-1268	-551	-55	253	709	259	149	
-50	-43	50	-92	-119	-910	-1238	-587	-138	691	846	712	347	
-105	-156	36	126	-189	-955	-1209	-595	-124	621	584	399	452	
-78	-31	126	218	-328	-969	-915	-800	-214	212	464	642	327	
-182	-184	-176	3	-35	-216	-208	-14	74	32	163	121	250	
-397	-346	-429	-160	-35	458	348	667	328	-340	-1213	-918	-143	
-335	-353	-1107	-176	485	1446	2335	1788	-303	-1471	-2715	-2024	-1121	
-440	-290	-615	-241	376	1788	2729	2054	-97	-2110	-2758	-2742	-1135	
-284	-184	-380	-301	117	1518	2317	1699	435	-1094	-1863	-2067	-921	
-196	-135	-417	-465	150	541	1297	969	189	-412	-491	-702	-549	
-185	-70	-127	-365	-98	58	273	231	84	-35	-171	-245	-95	
-149	-62	-113	-253	-314	-164	-257	-339	-49	131	358	-102	-102	
-114	-34	8	-106	-242	-141	-451	-521	-159	425	423	275	-21	
8	33	59	143	-208	-363	-517	-1107	-117	327	355	210	-61	
-34	-36	135	8	-186	-348	-429	-741	-138	16	156	-130	-121	
-121	23	134	126	-196	-418	-458	-184	-28	16	383	40	-28	
