-93	8	-90	-13	8	-62	-287	-379	-109	-34	315	318	246	150	
-301	-42	-63	41	-179	-213	-353	-289	-141	-34	277	422	277	94	
-76	8	-21	148	-7	-485	-178	-544	-129	0	408	724	476	339	
89	166	66	28	-214	-876	-607	-788	-305	-7	887	1080	388	355	
75	130	77	-128	-365	-920	-795	-1033	-706	104	1091	944	388	222	
0	33	0	-249	-261	-630	-451	-488	-332	40	887	310	214	221	
-161	-130	-104	-270	98	-354	-76	-136	-244	-14	256	-309	-34	-94	
-189	-285	-451	-270	378	-7	513	519	129	-149	-444	-1230	-308	-937	
-210	-777	-650	-258	422	1218	1999	2066	636	-304	-1452	-1878	-1500	-1453	
-363	-910	-1003	-325	1218	2062	3449	2292	601	-772	-2911	-2737	-2201	-1955	
-231	-496	-1503	-187	1235	2589	3554	3316	1223	-630	-3194	-3653	-2102	-2150	
-231	-304	-723	-214	776	2132	2540	2778	791	-374	-2812	-2920	-2411	-2248	
-240	-244	-620	-290	156	1377	1597	1354	32	-61	-1452	-1497	-1598	-1453	
-102	-126	-179	-214	-27	180	448	-7	331	-41	-744	-315	-381	-421	
100	158	-108	-169	-227	-363	-369	-544	57	297	-95	183	-121	260	
183	258	89	-125	-289	-833	-867	-1320	145	386	232	826	333	434	
234	232	331	-13	-207	-1370	-1184	-1938	-393	386	344	1791	1490	647	
142	108	170	-49	-193	-1196	-1271	-1823	-258	378	160	1537	1439	446	
0	-7	89	-28	-220	-862	-636	-1234	-136	225	288	876	404	320	
-63	-91	16	-83	-248	-1094	-318	-932	-183	-14	264	318	261	308	
