-103	-237	-250	-205	-193	-180	-382	-788	-258	-304	-206	-109	-26	-94	393	211	112	42	162	481	385	140	-141	-97	
-147	-230	-146	-166	-275	-165	-335	-1133	-706	-715	-358	-295	79	-180	523	282	210	320	456	569	341	145	-48	-97	
-49	-230	-97	-318	-385	-391	-239	-1507	-1164	-1797	-216	-402	-141	88	889	297	421	575	674	606	470	323	-97	-97	
-175	-188	116	-477	-619	-1486	-751	-2225	-1822	-2266	-424	-303	39	215	889	732	1069	1118	789	713	341	359	175	87	
-231	-230	-111	-492	-859	-2110	-2109	-2944	-2136	-2835	-815	-422	134	268	613	946	937	1118	1303	849	295	597	26	32	
-270	-260	157	-1210	-815	-2951	-2729	-3777	-2565	-2280	-419	-230	45	110	673	1062	609	1020	2081	2215	1051	1598	131	64	
-292	-279	-174	-1840	-2010	-3981	-3480	-4194	-2308	-1597	-222	-111	166	-47	393	616	280	531	930	2952	2204	3128	586	104	
-370	-570	-561	-2367	-2871	-5302	-4015	-4136	-1464	-801	24	-155	412	155	143	94	93	512	889	2460	3489	3922	402	113	
-496	-703	-1135	-3026	-3687	-5621	-4217	-2915	-265	-68	296	-175	73	-267	-67	-119	-251	-86	1222	3670	4698	4375	827	294	
-147	-629	-2107	-3744	-4897	-6709	-3928	-1952	-244	120	384	93	34	-337	-166	-312	-329	109	1206	4219	5605	5508	1280	917	
25	-644	-2593	-4052	-6253	-6941	-2961	-1492	-302	241	665	238	-52	-755	-232	-1127	-567	-355	905	3822	6134	6151	1639	1332	
-300	-1088	-2696	-4418	-6632	-7173	-2527	-1334	290	96	306	-114	277	-923	-206	-1086	-395	-164	588	3273	5927	7605	1714	1615	
-56	-1221	-2548	-4520	-6632	-6868	-1834	-458	601	327	580	349	52	-811	-73	-1030	-746	-568	363	3708	6834	7945	2375	1672	
-328	-895	-1960	-5062	-7011	-6825	-2080	-259	182	424	446	183	-135	-284	-14	-699	-842	-650	301	3859	6815	8398	3206	1785	
-308	-333	-1930	-4564	-7288	-6535	-1675	-803	355	64	597	111	134	-173	-133	-906	-416	-281	-196	4049	5360	6963	2960	1955	
-207	-279	-2166	-4257	-6807	-6564	-2296	-1262	508	-149	118	0	18	-180	-226	-630	-428	-374	456	4729	5076	5678	2205	1445	
-77	-153	-1047	-3099	-5057	-5243	-2657	-2038	-21	-189	24	-121	-150	-121	-159	-232	-14	-355	1222	5164	4509	3997	1016	594	
-138	-223	-620	-1766	-3118	-4242	-3076	-3030	-992	-1000	-195	-652	-261	-147	-54	-172	4	-60	1983	4162	3356	2411	582	323	
-102	-252	-458	-1195	-1894	-2980	-3466	-3030	-2179	-1768	-377	-849	-201	-114	322	-73	265	1215	1902	3500	2071	306	263	240	
-161	-223	-416	-463	-815	-2516	-3134	-3806	-2294	-2238	-511	-708	-194	-160	456	391	1003	1558	2048	2517	994	140	148	195	
-154	-258	-319	-249	-76	-1703	-2484	-2599	-2322	-1896	-1311	-1821	-147	-74	621	583	1315	629	2307	1307	455	-15	-45	85	
-105	-265	-250	-159	-49	-1239	-1069	-1464	-2208	-1825	-538	-1385	-187	-74	856	996	1463	419	1627	418	-37	271	-148	1	
-151	-198	-176	-138	-101	-247	-219	-1119	-1178	-1412	-458	-384	-201	-134	673	360	1446	466	773	245	122	87	-244	-45	
-126	-141	-118	-74	32	-192	-116	-745	-949	-957	-484	-255	-194	-100	362	235	1085	528	417	96	-8	201	-63	61	
