-102	-111	-106	-99	-171	-435	-289	-273	-273	-117	-118	17	-56	-2	86	-8	-65	-30	370	-177	-243	-15	
-82	-170	-192	-233	-271	-492	-332	-406	-295	-183	-74	19	-81	-23	112	27	-96	147	123	-177	-257	-103	
78	-155	-450	-376	-185	-681	-492	-724	-185	-214	-287	-94	72	276	153	103	60	112	155	68	-189	-279	
-118	-147	-252	-288	-185	-932	-229	-1414	-214	-382	-368	25	62	175	121	198	181	271	448	68	-287	-72	
-169	-155	-231	-251	-398	-885	-766	-2261	-966	-732	-302	-30	129	242	74	510	860	345	517	319	-235	-184	
-163	-180	-172	-52	-546	-1324	-1206	-2167	-1013	-873	-398	-419	102	406	1175	1293	1214	1415	724	422	129	-59	
-182	-196	-222	-258	-1511	-1544	-2179	-3218	-1044	-1720	-1205	-796	-70	129	2145	2039	1866	1900	1378	1355	275	17	
-183	-169	-104	-1144	-2170	-2831	-2995	-4693	-1750	-1751	-594	-686	-204	-170	2854	2132	3413	3390	2122	2099	955	111	
-229	-192	-467	-1410	-2154	-4040	-4485	-5132	-1562	-1187	-295	-339	-182	-45	2928	1983	3580	4265	3388	2732	955	995	
-178	-292	-514	-1787	-2908	-5280	-4721	-5242	-597	-465	259	-265	-456	-1007	1212	1423	3599	4861	4915	2899	1699	940	
-207	-281	-624	-1897	-3693	-6331	-3842	-3720	-207	346	1088	-258	-368	-1869	-265	473	3692	5606	6274	4146	2629	1032	
-161	-141	-875	-2007	-4682	-7398	-4627	-3014	989	1180	2657	0	-388	-3153	-1053	-133	2760	6351	7223	4984	2908	1051	
-214	-163	-1535	-2054	-4870	-7901	-5521	-2622	1494	1853	3517	372	-514	-4500	-2462	-721	2667	5830	7614	4890	2666	1200	
-421	-587	-1300	-1976	-5027	-8058	-5678	-2088	1269	1891	3368	190	-368	-4641	-1726	-537	2574	5848	6888	5337	3150	1181	
-384	-347	-1001	-2117	-4556	-7508	-5788	-3343	234	519	2508	320	-811	-3921	-661	-287	2462	5830	6460	5374	2387	624	
-229	-207	-104	-1489	-4133	-6519	-6117	-4959	-494	-221	1069	-89	-420	-2668	-339	715	3860	4973	6385	4853	1867	387	
-177	-163	-185	-376	-2688	-5766	-5552	-5853	-1922	-1829	407	-390	372	-710	553	2356	4307	4992	5380	3718	1067	486	
-52	-82	-8	-435	-1762	-3867	-5160	-6450	-2456	-2378	-170	-639	804	34	2331	3213	4680	4377	3761	2081	1178	155	
-30	-52	-236	-321	-412	-1952	-3183	-5320	-3256	-3460	-1033	-827	368	129	2537	3437	4102	3278	1657	722	301	-125	
-7	-19	-160	-199	-317	-1230	-2116	-3845	-3318	-2707	-1111	-1125	95	550	2387	2654	3096	1993	422	405	249	-16	
-46	-59	-185	-148	-89	-406	-735	-2371	-2220	-1939	-578	-764	-61	-59	1958	1144	2183	577	388	-8	70	-52	
-126	-148	-126	-118	-59	-288	-214	-1179	-1828	-371	-460	-529	-49	77	1417	354	1363	155	232	-125	-181	-243	
