25	40	-57	-193	-251	-250	-394	-186	16	268	-75	-224	
-22	-49	-71	-182	-674	-444	-404	-200	-55	497	97	-32	
-78	81	153	-189	-733	-782	-829	-165	24	676	129	-7	
-85	84	286	8	-1014	-1018	-1034	-186	90	863	357	371	
16	59	58	-210	-1043	-959	-1093	-303	568	1370	364	395	
-50	25	100	-222	-836	-812	-726	-392	163	846	330	217	
-71	-106	58	58	-56	91	-97	-152	-172	-35	40	48	
-396	-331	-176	234	466	957	827	-28	-630	-708	-1061	-319	
-417	-363	-204	351	1788	2532	1592	8	-1210	-2253	-2053	-849	
-404	-421	-465	175	2004	2550	1752	41	-1761	-2628	-2742	-420	
-298	-450	-226	117	1806	2263	1539	345	-1457	-2816	-2182	-380	
-113	-287	-106	-84	1464	1494	703	427	-847	-1286	-989	-102	
84	-40	-86	-98	300	448	231	109	-35	-205	-306	48	
83	59	-99	-168	-28	-118	-345	-186	24	497	-164	-68	
-7	57	-83	-123	-126	-554	-844	-62	319	590	332	210	
-50	3	-36	-112	-363	-532	-697	-255	253	1213	373	-82	
-50	42	-46	-182	-748	-503	-492	-233	221	1545	348	8	
101	295	-8	-105	-368	-305	-580	-406	-124	898	162	-143	
127	312	143	-7	-313	-307	-318	-227	-124	334	308	113	
