29	52	-8	5	-63	-133	-105	-332	-786	-332	-121	28	190	98	164	295	151	155	414	287	115	-15	
26	147	-15	-80	-155	-155	-258	-413	-1304	-332	-30	0	94	112	239	228	144	240	241	439	258	86	
46	12	-177	-155	-192	-710	-728	-266	-2010	-1123	-243	-140	77	216	301	371	343	296	258	491	155	-103	
-37	34	-31	-124	-214	-1150	-1262	-563	-1681	-575	-340	129	140	259	380	1082	435	345	745	647	25	51	
-60	-105	-214	-275	-421	-1872	-2580	-1347	-2920	-1154	-669	-224	95	389	1315	1846	1666	1270	1285	474	43	17	
-45	-177	-274	-340	-939	-3049	-3631	-2963	-3092	-636	-481	-449	95	614	1763	3320	3362	2723	1918	534	439	135	
-109	-151	-248	-357	-2808	-4415	-5044	-3497	-3391	-339	-324	-177	-59	484	792	3880	4406	3599	3204	1396	672	43	
-141	-229	-210	-1064	-4159	-5012	-6362	-3105	-2543	251	-162	77	-451	138	259	3824	4891	5164	4340	2104	890	413	
-52	-591	-1012	-1692	-4740	-5828	-6786	-2351	-1257	2074	320	-180	-1532	-353	-882	2686	4649	5928	5010	2569	1504	937	
-228	-465	-1609	-2635	-4959	-6974	-6378	-1033	-379	4207	1124	415	-2488	-2174	-2025	708	3884	7270	5848	3630	2509	767	
-207	-465	-1734	-2870	-5242	-7445	-5923	-814	-89	4992	1629	320	-3084	-3255	-3467	363	3288	7512	6649	3816	2881	1216	
-280	-386	-1499	-2650	-5870	-7382	-5248	-398	338	5179	2414	389	-3334	-3522	-3701	172	2859	7605	6594	3667	2769	646	
-355	-481	-1436	-2258	-5164	-7790	-5217	-766	156	4300	2265	502	-2708	-2613	-3560	302	3157	7419	6146	3761	3048	974	
-155	-428	-933	-1849	-4520	-7068	-5028	-2179	-598	2224	1461	424	-1940	-1281	-1916	1753	4089	7009	6035	3370	2192	413	
-179	-386	-902	-797	-3923	-5844	-5248	-2791	-2277	286	389	398	-1125	-375	-309	2387	4891	6338	4414	3500	1951	-23	
-119	-347	-666	-451	-3201	-5059	-5531	-3261	-3626	-567	-591	-72	-265	583	1128	3134	5581	5761	3688	2215	1653	-140	
-170	-310	-376	-483	-2368	-3457	-3992	-3026	-4520	-1342	-1234	173	-133	2301	1520	3936	5357	4382	2719	428	198	112	
-111	0	-23	-148	-1096	-1385	-2627	-3089	-4018	-2456	-1751	-162	406	2991	1278	3936	3717	2183	1266	250	79	-140	
-36	-46	-148	-207	-258	-569	-2062	-2116	-3092	-2628	-1547	8	103	3159	904	3040	1554	1475	517	17	8	-133	
-170	0	-23	-118	17	-229	-465	-939	-1508	-1546	-998	69	34	2245	285	2443	388	655	-15	-19	-265	-59	
-512	-252	-207	-258	17	-52	-450	-450	-755	-567	-221	-6	34	1143	8	1828	-67	17	-8	-127	-112	-60	
-512	-288	-215	-44	321	165	-302	-258	-692	-96	95	95	-96	285	-397	164	-280	-191	-115	-120	-147	-93	
