-98	-49	-56	-145	-337	-192	-361	-271	-82	120	152	225	166	39	
-75	-56	-61	-171	-292	-363	-369	-374	-148	96	464	422	127	126	
58	-77	-97	-162	-296	-688	-376	-702	-231	209	887	690	279	189	
98	-7	21	-83	-117	-1065	-795	-975	-427	80	1091	910	441	276	
108	133	75	33	-310	-1312	-852	-932	-292	32	938	859	301	173	
8	58	-26	-138	-305	-1341	-444	-572	-156	-61	887	406	214	165	
-42	-38	-97	-63	49	-659	-130	24	-82	-108	120	15	47	31	
-123	-70	-139	-63	263	24	701	694	201	-388	-511	-624	-374	-393	
-328	-285	-326	-228	935	1798	2243	1562	307	-658	-1594	-1370	-1401	-1383	
-362	-452	-620	-345	1819	2203	3781	2049	498	-530	-2571	-2343	-2691	-1816	
-398	-378	-383	-76	1713	2396	3781	2726	912	-318	-3293	-3611	-2747	-1718	
-419	-274	-324	-249	1483	2027	2820	2570	498	-169	-2812	-3258	-2579	-1606	
-307	-309	-273	-102	337	1798	2243	868	204	-7	-2047	-1906	-1317	-937	
-145	-265	-223	-221	-90	327	1021	-191	266	16	-716	-268	-294	7	
16	-21	-132	-235	-200	-254	-294	-1162	-163	281	16	287	365	434	
135	130	207	-332	-379	-992	-1199	-1809	-34	289	456	555	800	932	
163	200	1029	-180	-830	-1486	-1430	-2096	-488	434	512	1673	1894	1266	
167	175	1619	-76	-684	-1457	-1011	-2110	-285	506	597	1571	1574	747	
125	166	1261	115	-269	-920	-578	-1377	-244	265	232	995	1524	474	
50	58	448	8	-289	-601	-477	-1033	-387	80	392	944	800	268	
