5	33	-78	-188	-191	-160	-361	-433	-494	-499	-267	-587	
82	16	-79	-165	-217	-171	-282	-1049	-684	-1283	-423	-1104	
69	8	-110	-176	-391	-511	-826	-1664	-1602	-1689	-578	-1392	
34	-177	-190	-358	-601	-1132	-1503	-2792	-2317	-2269	-737	-946	
-128	-135	-240	-281	-1341	-2507	-2784	-3671	-2725	-2574	-1026	-788	
-217	-462	-352	-477	-2113	-4016	-4329	-4506	-2419	-2327	-396	-449	
-330	-583	-732	-1152	-2975	-4696	-5374	-4564	-1573	-1254	-393	-34	
-289	-262	-359	-2331	-3956	-5894	-5463	-4242	-319	-514	-246	-48	
-291	-233	-972	-3212	-3926	-6559	-4712	-3378	8	-418	-28	-7	
-390	-673	-1077	-3511	-5204	-7047	-4653	-1986	32	-391	260	32	
-305	-1200	-1002	-3615	-5590	-7032	-4064	-1327	328	-206	635	137	
-277	-1306	-1407	-4003	-5174	-7432	-3402	-624	-12	-28	263	170	
-442	-1035	-1107	-3287	-6214	-7136	-3579	-433	-143	-281	-17	-300	
-284	-884	-927	-3302	-6006	-6618	-4079	-1093	-478	-218	252	-415	
-206	-598	-462	-2854	-4907	-5391	-4374	-1737	-186	-363	-137	-415	
-165	-240	-352	-2137	-4119	-4740	-4491	-2675	-557	-731	-411	-645	
-142	-219	-148	-1227	-2559	-3380	-3755	-3231	-1529	-1471	-130	-860	
-284	-239	-127	-854	-1965	-2847	-3490	-3407	-2112	-1805	-178	-1708	
17	-325	-120	-365	-1237	-2123	-2931	-3290	-2389	-1848	-260	-2024	
-156	-195	-174	-323	-835	-1531	-1651	-2719	-2156	-1718	-506	-1708	
-104	-111	-57	-99	-440	-718	-812	-1810	-2360	-1979	-464	-1564	
-133	-85	-8	-141	-299	-327	42	-1122	-1894	-1805	-396	-1133	
-35	-72	-61	-85	-287	-133	-93	-360	-1150	-920	-28	-515	
-114	-77	-78	-91	41	25	82	-302	-319	-615	-234	-238	
