-63	-140	-738	-401	-140	-14	456	140	-14	
-77	-355	-1268	-507	-131	78	245	178	3	
9	-355	-1047	-858	-69	-7	268	267	-41	
-129	-733	-1474	-1386	-296	204	277	397	169	
33	-925	-2122	-1459	-152	221	309	399	211	
-28	-1250	-1798	-1093	-262	81	342	310	93	
-7	-437	-416	-256	-214	-179	-14	129	64	
9	150	886	560	-159	-833	-1170	-860	-82	
-7	1176	2442	1645	-14	-1819	-1820	-2355	-258	
-112	1806	2997	2535	74	-2298	-2195	-3116	-285	
-42	1338	2460	1610	304	-1790	-2614	-2728	-907	
-189	1032	1047	952	16	-630	-1040	-1607	-380	
-391	108	58	231	82	-42	-157	-286	-190	
-552	-84	-458	-332	148	73	244	105	-81	
-305	-112	-871	-697	230	147	464	162	-102	
-232	-215	-1209	-1078	-285	40	300	253	234	
-224	-299	-414	-814	-330	253	329	316	-72	
-328	-307	-252	-390	-358	188	220	162	129	
-98	-348	-365	-428	-159	90	203	81	56	
