236	43	-23	-37	-170	-200	-233	-244	-266	-224	-133	-225	-177	-163	-76	16	38	254	700	294	204	112	17	60	-59	-23	
20	-8	-73	-141	-348	-229	-259	-473	-364	-215	-141	-252	-332	-273	-45	7	95	173	868	104	156	85	92	-9	-37	-74	
-156	-200	-119	-221	-399	-355	-924	-1000	-502	-288	-229	-307	-199	-99	60	183	199	364	1112	346	381	103	86	-24	-125	-103	
-37	-281	-141	-222	-459	-1031	-1035	-1771	-864	-568	-1125	-517	-259	17	438	469	879	920	1336	577	381	147	121	-45	-302	-89	
-30	-154	-230	-318	-207	-1094	-2262	-2510	-1949	-1354	-1157	-716	-418	-30	337	521	1685	2157	2067	1924	1101	155	121	54	224	17	
-38	-74	-311	-401	-291	-1849	-3348	-3124	-2625	-1967	-1283	-1282	-450	-266	419	547	2865	2569	3097	3403	2074	339	363	229	68	-88	
-15	-171	-385	-682	-575	-3597	-3820	-3863	-2971	-2109	-1000	-873	-126	-472	347	538	1928	2344	2647	4133	2317	1966	467	207	181	-170	
-333	-474	-773	-1186	-1834	-4431	-5158	-4320	-2484	-1889	-528	-406	339	-587	304	112	1085	1070	2441	4470	3383	2901	536	643	268	-81	
-291	-659	-489	-1974	-3047	-5344	-5535	-4037	-1477	-1244	-119	-192	243	-760	60	-177	251	243	2909	4002	4861	4172	1630	1969	415	77	
-89	-496	-1135	-2541	-4857	-6399	-5410	-2432	-429	-377	522	43	252	-1137	-177	-578	-251	-273	2254	3272	5628	5331	3349	2268	674	328	
-400	-833	-1702	-3124	-5361	-6855	-4213	-1566	8	305	1339	1034	478	-1310	-1158	-2384	-1322	-1136	775	2448	5815	7201	3592	2679	770	129	
-341	-1494	-1561	-3927	-6589	-7579	-2986	-1173	139	990	2279	2180	673	-1122	-1739	-3625	-1809	-1921	234	539	5853	7856	4003	3184	844	438	
166	-1400	-2411	-3832	-7329	-7642	-2608	-333	401	1555	3350	3364	1293	-399	-2556	-4159	-2107	-2219	-414	-23	6246	7613	5181	3725	1404	544	
140	-1479	-2348	-3879	-7014	-7501	-2183	-544	1192	1498	4084	3721	1894	-354	-3200	-4614	-2264	-1952	-597	52	6021	7706	5685	3707	1106	510	
-422	-1006	-2143	-3171	-6369	-7154	-1381	-827	366	531	3764	2913	1894	-399	-2839	-3986	-1071	-1936	-74	408	5441	7070	5162	2997	639	207	
-378	-466	-1844	-2887	-6148	-7564	-2624	-1110	-182	-60	2636	2086	1406	-713	-2258	-3389	-1150	-2219	416	1999	5610	6341	5330	2399	415	196	
-134	-503	-726	-2100	-4149	-6619	-3584	-2149	78	-119	944	348	643	-635	-1519	-2337	-553	-1466	2067	2111	5666	6061	5461	1428	564	280	
-117	-429	-540	-1407	-3881	-5801	-3615	-3281	-518	-348	357	-163	600	-262	-530	-1426	-82	-1073	2441	3684	5815	4864	4564	1166	380	43	
-76	-237	-318	-808	-2338	-4085	-3883	-4273	-1493	-1165	-104	-1219	234	-74	-259	-500	503	156	4333	4320	4412	4247	3293	77	134	23	
0	-208	-474	-667	-1283	-2448	-3568	-4556	-2153	-2235	-414	-1942	-118	-118	69	-177	954	1426	4670	4039	3290	2938	2209	-265	-67	-37	
-23	-134	-237	-366	-291	-1897	-2419	-4131	-2924	-2691	-1063	-2319	-104	-106	104	260	1966	1951	4763	3796	2654	1087	1237	127	5	-15	
-37	-67	-230	-267	-148	-1456	-2451	-3234	-2169	-2581	-1283	-2649	-229	-87	86	995	2416	2082	4445	3029	1363	389	471	86	-23	-103	
-88	-68	61	-67	17	-481	-1554	-1991	-1477	-2109	-1408	-1848	-288	-96	-8	526	1291	1595	2441	1644	1569	441	-170	-231	-154	-324	
-41	-178	-52	-33	-108	-399	-458	-1205	-864	-1653	-890	-1062	-207	-45	34	139	451	621	1205	1026	933	60	-199	-125	-234	-238	
-179	-138	148	-141	-168	-370	43	-638	-565	-709	-732	-244	-200	26	226	125	234	69	442	485	407	-243	147	-30	-228	-176	
