-119	-14	-38	-69	-152	-412	-852	-170	-28	-14	352	217	138	189	
-189	-119	-160	-180	-275	-412	-507	-327	-83	24	520	231	210	197	
-189	-28	-56	-49	-184	-369	-434	-573	0	96	818	534	277	63	
0	250	-21	-35	-42	-615	-795	-803	-183	56	1159	1012	293	245	
16	145	99	-28	-227	-1442	-1098	-860	-332	0	818	809	581	309	
-84	40	-16	-76	-275	-1935	-423	-449	-305	-149	504	390	222	201	
-189	-14	-125	-74	115	-336	122	0	-265	-75	360	-370	-54	134	
-335	-181	-423	-207	386	229	1125	348	-75	-303	-296	-1089	-238	-54	
-391	-481	-738	-263	528	1587	1859	1476	185	-419	-1481	-1680	-1598	-1132	
-475	-333	-944	-373	1288	2203	3239	2761	377	-758	-2727	-2737	-2355	-1690	
-367	-452	-535	-283	1359	3240	3571	3611	1309	-601	-3392	-3554	-2074	-1941	
-321	-363	-458	-339	652	2554	3064	2934	619	-573	-2769	-2864	-2509	-1844	
-217	-251	-374	-283	-69	1095	1929	1302	48	-243	-1523	-1455	-1107	-909	
-224	-203	-167	-239	-241	98	479	24	72	-270	-518	-342	-287	-140	
209	-167	-203	-263	-289	-746	114	-961	-260	-142	168	-7	190	513	
276	-56	-215	-290	-385	-1428	-273	-1780	-7	136	320	876	301	1249	
126	58	91	-256	-625	-1776	-1199	-1823	-400	297	767	1435	901	1099	
68	106	273	-159	-110	-1819	-1271	-1823	-278	361	409	1673	1052	580	
268	186	151	-28	-90	-949	-308	-961	-75	193	377	555	436	158	
157	50	31	-3	-104	-630	-35	-903	-319	-115	352	542	373	126	
150	-140	-57	-83	-150	-288	-212	-300	-251	-81	120	436	277	-20	
