-116	-86	-97	-272	-269	-252	-271	-374	40	201	128	210	266	213	338	79	-47	-197	
-21	-21	-409	-712	-317	-659	-137	-504	24	48	54	139	158	347	519	-53	-251	-141	
58	-209	-617	-770	-873	-1196	-650	-903	-95	128	176	135	342	513	1221	62	-148	-224	
142	-230	-532	-814	-1194	-1877	-1257	-989	-244	160	528	453	563	714	1504	47	31	-184	
-96	-272	-513	-990	-1500	-2153	-1242	-1191	-312	193	1176	1029	1574	1400	1869	-40	46	-141	
-252	-407	-429	-2221	-2346	-3009	-2210	-1607	-244	345	1517	2265	3022	1450	2019	258	210	40	
-580	-733	-1091	-3319	-3949	-4170	-2946	-2728	-326	249	1688	2943	3628	3190	2917	1475	437	178	
-969	-1457	-1651	-3949	-4606	-5156	-3350	-2426	-28	80	1620	3095	3661	4277	2967	1855	382	279	
-895	-1309	-1960	-4784	-4562	-4504	-1574	-381	169	-162	352	2299	3931	4712	3764	2317	1069	479	
-642	-1753	-3284	-5985	-5043	-4504	-809	267	258	-573	-209	843	3863	5733	5011	3457	1610	499	
-1058	-2433	-4432	-6820	-6399	-4721	0	347	550	-1512	-1452	0	3712	6786	5909	3308	1873	318	
-672	-2596	-5006	-7509	-6253	-4808	-82	573	1292	-1797	-1551	63	3880	6904	6474	3985	1955	303	
-820	-2138	-4742	-7391	-6238	-4765	40	1111	432	-1327	-431	215	4217	6770	6208	3374	1594	593	
-454	-1679	-4712	-6000	-6370	-4953	-287	154	-139	-1384	-417	436	4116	5733	5343	2928	1397	393	
-984	-1043	-3314	-4989	-6719	-4866	-1964	-388	-190	-426	176	1825	3645	5013	4645	2218	691	-33	
-601	-585	-1680	-3934	-4606	-4678	-1444	-1205	193	-237	1023	2096	3089	4277	4014	1822	642	-105	
-377	-91	-596	-2221	-3425	-2632	-1184	-1449	-353	-54	784	1554	2584	2889	2235	1012	600	74	
-489	0	-291	-1459	-2375	-1994	-795	-1306	-102	-54	733	1063	1204	2136	1421	211	366	-45	
-320	-133	-308	-639	-1150	-1776	-417	-1148	-407	48	699	792	1288	1132	573	172	335	-125	
-247	-170	-229	-199	-655	-1108	-403	-1349	-183	-27	312	502	293	664	346	70	187	-41	
-154	-200	-187	-206	-241	-370	48	-501	-75	8	248	287	222	213	31	-34	39	-16	
-144	-191	-222	-194	-110	-315	-168	-320	-89	87	384	95	95	-94	-193	-73	-15	2	
