-86	-71	16	3	-80	-245	-437	-297	-42	-179	301	70	-14	
-107	-85	-18	33	-35	-279	-650	-770	-28	-179	521	-14	-82	
-298	-111	-36	252	452	-418	-1371	-873	-227	8	1615	316	104	
-185	-22	33	185	-61	-748	-1459	-1400	-14	425	1632	1146	177	
-146	-78	85	93	-133	-733	-1386	-1723	-358	709	1300	330	622	
-171	-113	25	-11	-84	-836	-1238	-1078	-669	171	1073	300	209	
-241	-297	-183	-78	-79	-77	-243	-111	-76	-7	228	81	153	
-227	-318	-408	-197	-77	798	886	525	41	-267	-852	-975	-143	
-433	-346	-577	-190	268	1446	2711	1521	246	-1587	-2932	-2053	-373	
-349	-389	-354	-232	100	1680	3301	1983	509	-2023	-3336	-3044	-406	
-209	-99	-218	-211	341	1680	2872	1716	970	-1326	-2065	-2297	-635	
-199	0	380	-162	-203	924	492	1663	952	-804	-1372	-1277	-447	
-66	93	146	-232	-145	200	-153	322	123	-233	-164	-422	-204	
