141	69	43	14	-28	-79	-193	-121	-177	-245	-749	-49	-272	-271	74	98	163	342	262	444	329	216	191	0	-320	-54	-34	-87	
130	59	-58	69	-22	34	-257	-319	-372	-127	-958	-494	-279	-208	-125	180	286	264	154	348	361	328	167	-154	-136	-81	-53	-112	
87	96	-123	-14	-44	-97	-313	-1004	-809	-120	-839	-761	-718	-222	-93	32	212	277	97	436	394	376	287	-41	-27	-80	7	-158	
0	175	3	43	22	-65	-624	-1155	-1276	-567	-1212	-776	-585	-277	-56	197	229	828	292	877	893	536	310	62	15	-27	-92	-198	
-59	70	148	460	155	-179	-1019	-1882	-1547	-552	-1884	-553	-327	-193	57	387	498	1265	989	1654	996	852	199	-34	-73	-153	-147	-172	
45	61	61	469	25	-336	-1430	-2109	-1758	-1557	-1257	-1474	-274	-222	-28	293	357	1038	903	2189	1665	1228	826	309	-120	-219	-155	-218	
17	70	113	180	-251	-1665	-1855	-2487	-1788	-927	-749	-280	-348	-198	-166	457	-124	399	186	1999	2282	2046	1605	523	-20	-99	-97	-150	
-44	-24	34	-194	-829	-2520	-2509	-2290	-1683	-472	-204	-259	-206	-188	39	178	29	16	0	1671	1699	2046	1486	595	94	-8	-73	-73	
-139	-40	-134	-159	-1412	-2750	-1931	-1443	-748	59	84	-56	-160	-125	-90	145	49	12	-170	573	418	1398	1690	1574	308	47	-53	-75	
-277	-235	-369	-418	-1719	-2658	-1247	-539	-212	42	117	16	-20	232	115	-42	-240	-283	-587	-95	185	375	1469	2651	898	346	164	-45	
-284	-254	-1198	-1368	-2425	-1573	-441	68	-22	541	761	92	76	248	-125	-186	-283	-314	-975	-441	-14	192	504	2449	1383	1437	633	148	
-408	-479	-1694	-1738	-3008	-809	-86	499	178	708	962	251	-14	780	-194	-303	-391	-571	-1262	-935	-345	-269	207	2416	1835	2368	1376	265	
-458	-465	-1926	-2616	-2593	-372	600	1240	628	1624	1526	536	475	1440	-433	-475	-804	-314	-1550	-635	-1227	-316	-7	2146	2136	3033	1640	68	
-458	-646	-2158	-3973	-2517	25	394	1277	849	1642	1490	1191	978	1852	-49	-538	-1471	-539	-1306	-821	-1882	-404	-235	1608	2504	3216	1508	312	
-458	-1382	-2514	-4574	-2609	327	470	1815	246	1312	1453	1227	1626	1744	-214	-1340	-2023	-1156	-1320	-1050	-1725	-787	-539	1540	2889	3166	1888	462	
-724	-1133	-2298	-4035	-2916	275	973	2222	229	1917	1271	1661	1140	1601	-297	-1311	-2139	-1199	-2426	-1135	-1455	-617	178	2264	2655	3000	2598	921	
-708	-457	-2282	-3603	-2256	103	411	1815	229	1660	962	1353	978	1297	-249	-1034	-1471	-273	-2139	-892	-1398	-319	326	1641	2956	2667	1987	413	
-958	-589	-2003	-2956	-2747	120	428	1685	220	719	471	973	654	481	-345	-640	-1065	-164	-1880	-508	-644	-310	-195	1608	2772	2401	1359	327	
-958	-515	-1632	-1923	-2716	-243	-86	520	-57	525	151	234	108	149	-187	-489	-731	40	-1033	-400	-487	-27	239	1928	2303	1953	478	241	
-630	-225	-1461	-967	-2333	-932	-608	170	-43	117	-225	410	-98	174	8	-337	-514	48	-688	-488	-156	408	724	1810	1751	1404	336	46	
-51	219	-703	-418	-1550	-1650	-1582	-341	0	-55	-361	59	-279	-25	8	65	-103	537	-218	-7	201	1176	1554	1641	1199	511	-7	-116	
44	64	-145	-260	-875	-1650	-2099	-1412	-748	-563	-883	-373	-437	-184	-152	263	158	251	73	549	1201	1620	1977	1726	379	362	-258	-172	
-88	-11	-44	-51	-373	-2016	-2661	-2109	-1306	-563	-1137	-231	-777	-120	-97	103	144	236	97	739	1802	1960	2520	1591	292	88	-101	-47	
-89	26	-37	-7	-259	-2062	-2829	-2018	-1698	-1437	-1645	-566	-1383	-402	-111	337	297	334	399	1585	1990	1995	1842	643	71	70	-185	-40	
-212	64	270	321	-194	-1069	-1642	-1806	-1698	-1932	-1675	-806	-1132	-402	-7	475	376	1038	1250	1085	1476	1909	1300	174	-120	-132	-258	-167	
-37	175	288	373	-94	-535	-745	-1715	-1637	-1632	-1316	-1073	-1043	-506	8	294	442	968	1180	636	927	1654	374	-87	-173	-219	-137	-160	
-117	184	340	271	17	-229	-356	-1412	-389	-654	-883	-553	-895	-257	-207	254	163	635	798	339	601	460	87	-201	-172	-93	-71	-104	
-183	12	165	145	72	68	-185	-1276	-794	-303	-764	-189	-369	-305	-132	213	248	480	129	201	257	232	103	-361	-220	-112	-47	-70	
-219	-117	52	226	158	122	119	-624	-387	-183	-137	-140	-327	-285	-256	135	139	403	227	124	-115	-7	-161	-239	-127	-87	-218	-132	
