-56	-499	-668	-275	-76	146	-14	-14	
-202	-1018	-741	-420	-7	480	111	8	
-355	-826	-829	-269	278	660	-28	41	
-629	-1209	-601	-262	450	1108	137	161	
-570	-488	-1210	-447	779	1352	451	287	
-293	-444	-1005	-550	319	968	816	557	
-188	-229	-159	-172	-42	293	154	-61	
458	957	380	-35	-456	-795	-716	-292	
1698	2389	1307	-28	-1558	-2571	-2469	-346	
1932	2585	1965	263	-2182	-2831	-3260	-349	
1770	2621	1574	551	-1341	-1834	-2656	-298	
1356	939	934	477	-847	-780	-1464	-156	
341	-21	231	82	-247	-219	-225	-74	
