-27	-112	-153	-187	-69	70	326	-116	-7	
58	-223	-291	-332	-14	16	1230	299	137	
-75	-279	-532	-624	-145	24	424	-55	-38	
41	-792	-1224	-1019	-193	65	497	227	66	
50	-1132	-1003	-1268	-152	237	706	405	185	
125	-910	-1150	-1561	-193	384	474	260	622	
-189	-984	-1150	-1078	-241	221	546	379	316	
142	-160	-70	-207	-166	-117	-35	-48	201	
184	942	886	507	-97	-136	-1343	-774	-204	
301	1842	2192	1841	115	-1254	-1878	-2053	-420	
376	1680	2639	1752	337	-2095	-2210	-2714	-892	
234	1104	2836	1396	477	-1500	-2065	-2096	-400	
-21	400	1440	685	189	-572	-780	-1205	-278	
-238	-84	456	-42	-14	-137	89	-102	56	
-184	-258	-326	-624	-241	-137	521	64	-21	
-182	-200	-513	-697	-186	114	351	64	3	
-196	-289	-885	-844	-21	180	706	227	40	
-227	-306	-385	-756	-159	204	383	210	48	
-210	-249	-229	-551	-165	98	229	184	129	
