-90	-120	-7	90	-90	-354	-348	-306	-34	185	392	326	111	-107	
16	-6	66	23	-152	-355	-444	-530	-217	48	480	398	238	0	
22	16	16	-92	-269	-470	-301	-1004	-349	-176	1057	510	261	-100	
0	66	8	-138	-282	-978	-464	-831	-420	-115	1245	572	484	237	
27	91	92	-84	-296	-1297	-1040	-918	-312	-169	1040	622	444	831	
1	16	35	8	-97	-1326	-737	-551	-238	101	955	487	166	375	
-28	-18	24	-159	16	-268	187	-164	-177	-142	408	-242	-41	300	
-259	-84	-305	-304	581	237	758	462	-89	-317	-310	-1131	-210	-213	
-282	-244	-944	-249	1218	1166	1877	2153	476	-616	-1693	-1821	-1458	-1104	
-323	-378	-988	-565	1996	2361	2610	2865	291	-872	-2443	-2836	-2691	-1704	
-405	-496	-900	-302	1854	3081	3798	2570	550	-473	-2698	-3132	-2187	-1885	
-266	-348	-767	-373	935	2554	2995	1753	72	-277	-2344	-2554	-2299	-1495	
-182	-258	-430	-211	320	1078	1283	955	84	-27	-900	-1413	-1373	-644	
50	-118	-264	-250	-282	131	301	-34	-19	-189	-216	-384	-374	86	
34	0	-250	-242	-538	-514	48	-659	-172	24	136	55	206	553	
73	116	-7	-187	-1034	-1254	-376	-1478	-34	233	432	690	1204	781	
75	233	257	-14	-655	-1761	-1473	-2053	-258	265	767	1452	1894	597	
19	291	707	173	-523	-1196	-1517	-1837	-190	160	360	1503	1843	213	
-126	208	313	66	-480	-601	-232	-1421	-258	-21	443	1351	1136	466	
79	133	273	-14	-342	-528	73	-846	-183	-115	464	724	381	463	
